ticker,date,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow
IMO,2020-12-31,5279000000.0,1144000000,1919000000.0,-70000000,-943000000,798000000
IMO,2021-12-31,5323000000.0,2259000000,3869000000.0,4368000000,-3082000000,5476000000
INTC,2018-12-31,26359000000.0,12161000000,6722000000.0,14251000000,-18607000000,29432000000
INTC,2019-12-31,29001000000.0,8929000000,7659000000.0,16932000000,-17565000000,33145000000
INTC,2020-12-31,36401000000.0,22495000000,6782000000.0,20931000000,-12917000000,35384000000
INTC,2021-12-31,38101000000.0,30256000000,9457000000.0,9662000000,-5862000000,29991000000
IR,2018-12-31,1672100000.0,734800000,525400000.0,392300000,-373000000,444500000
IR,2019-12-31,1628500000.0,969300000,459100000.0,300100000,-11500000,343300000
IR,2020-12-31,3956900000.0,2363500000,966600000.0,865600000,328700000,914300000
IR,2021-12-31,3475500000.0,2647200000,948600000.0,551400000,-1157000000,615500000
ITT,2018-12-31,116200000.0,773000000,531700000.0,276300000,-128800000,371800000
ITT,2019-12-31,182400000.0,887100000,562300000.0,266300000,-101500000,357700000
ITT,2020-12-31,212000000.0,1046300000,492500000.0,372200000,-158600000,435900000
ITT,2021-12-31,291600000.0,793800000,530400000.0,-96000000,-99800000,-7600000
ITW,2018-12-31,7380000000.0,2236000000,2622000000.0,2447000000,-3964000000,2811000000
ITW,2019-12-31,7937000000.0,4099000000,2461000000.0,2669000000,-2326000000,2995000000
ITW,2020-12-31,8310000000.0,3934000000,2506000000.0,2571000000,-2049000000,2807000000
ITW,2021-12-31,7881000000.0,2904000000,2840000000.0,2261000000,-2564000000,2557000000
JBL,2018-08-31,2518699000.0,319050000,1693268000.0,-102801000,-47044000,933850000
JBL,2019-08-31,2496465000.0,-187020000,2745226000.0,187586000,-415772000,1193066000
JBL,2020-08-31,3141240000.0,75402000,2847743000.0,274240000,-65123000,1257275000
JBL,2021-08-31,3319000000.0,194000000,3141000000.0,274000000,-413000000,1433000000
JCI,2018-09-30,10995000000.0,573000000,7065000000.0,1483000000,-3752000000,2513000000
JCI,2019-09-30,7219000000.0,3323000000,5770000000.0,616000000,-10554000000,1202000000
JCI,2020-09-30,7819000000.0,1805000000,5294000000.0,1776000000,-2937000000,2219000000
JCI,2021-09-30,7740000000.0,900000000,5613000000.0,1935000000,-2131000000,2487000000
JNJ,2018-12-31,30480000000.0,14803000000,14098000000.0,18531000000,-18510000000,22201000000
JNJ,2019-12-31,27696000000.0,9310000000,14481000000.0,19918000000,-18015000000,23416000000
JNJ,2020-12-31,35266000000.0,8744000000,13576000000.0,20189000000,-6120000000,23536000000
JNJ,2021-12-31,33751000000.0,15753000000,15283000000.0,19758000000,-14047000000,23410000000
JNPR,2018-12-31,2139000000.0,2739300000,754600000.0,713700000,-968600000,861100000
JNPR,2019-12-31,1842000000.0,1665900000,879700000.0,419300000,-1228800000,528900000
JNPR,2020-12-31,2290800000.0,1110100000,964100000.0,511600000,-222400000,612000000
JNPR,2021-12-31,1829000000.0,1080100000,994400000.0,589700000,-1131700000,689700000
KHC,2018-12-31,31168000000.0,1572000000,2129000000.0,1748000000,-3363000000,2574000000
KHC,2019-12-31,29244000000.0,222000000,1973000000.0,2784000000,-3913000000,3552000000
KHC,2020-12-31,28306000000.0,2761000000,2063000000.0,4333000000,-3331000000,4929000000
KHC,2021-12-31,21815000000.0,-70000000,1957000000.0,4459000000,-9344000000,5364000000
KLAC,2018-06-30,2237402000.0,3330917000,651678000.0,1162159000,-1270103000,1229120000
KLAC,2019-06-30,3423382000.0,2546589000,990113000.0,1022134000,-360005000,1152632000
KLAC,2020-06-30,3569549000.0,3023759000,1107413000.0,1626175000,-1299635000,1778850000
KLAC,2021-06-30,3545828000.0,3593021000,1305479000.0,1953398000,-1497881000,2185026000
KMB,2018-12-31,7455000000.0,-1495000000,2050000000.0,2093000000,-2115000000,2970000000
KMB,2019-12-31,7877000000.0,-1862000000,2131000000.0,1527000000,-1792000000,2736000000
KMB,2020-12-31,8497000000.0,-1269000000,2132000000.0,2512000000,-1567000000,3729000000
KMB,2021-12-31,8704000000.0,-1184000000,2092000000.0,1723000000,-1696000000,2730000000
KO,2018-12-31,43555000000.0,1411000000,3396000000.0,6280000000,-10347000000,7627000000
KO,2019-12-31,42763000000.0,-6562000000,3971000000.0,8417000000,-9004000000,10471000000
KO,2020-12-31,42793000000.0,4639000000,3144000000.0,8667000000,-8070000000,9844000000
KO,2021-12-31,42761000000.0,2595000000,3512000000.0,11258000000,-6786000000,12625000000
LEA,2018-12-31,1963800000.0,1779900000,2880300000.0,1102800000,-1030500000,1779800000
LEA,2019-12-31,2440900000.0,1740500000,2982600000.0,680400000,-361900000,1284300000
LEA,2020-12-31,2430800000.0,1700000000,3269200000.0,210800000,-411700000,663100000
LEA,2021-12-31,2721600000.0,2005300000,3041500000.0,85000000,-13600000,670100000
LEN,2018-11-30,10117058000.0,19599171000,189471000.0,1581170000,-2195901000,1711609000
LEN,2019-11-30,9573696000.0,21170780000,706969000.0,1395846000,-1629224000,1482343000
LEN,2020-11-30,7421583000.0,21624847000,772968000.0,4118067000,-2446575000,4190819000
LEN,2021-11-30,6378364000.0,23823268000,1051574000.0,2467602000,-2404735000,2532774000
LHX,2018-06-30,3790000000.0,435000000,468000000.0,615000000,-805000000,751000000
LHX,2019-06-30,3522000000.0,310000000,457000000.0,1024000000,-781000000,1185000000
LHX,2019-12-31,781000000.0,2523000000,1216000000.0,1388000000,-2410000000,1655000000
LHX,2020-12-31,7652000000.0,2427000000,1344000000.0,2422000000,-3112000000,2790000000
LHX,2021-12-31,7829000000.0,1808000000,1045000000.0,2345000000,-4413000000,2687000000
LII,2018-12-31,1041300000.0,80900000,472700000.0,400300000,-537800000,495500000
LII,2019-12-31,1354900000.0,118200000,477800000.0,290500000,-423400000,396100000
LII,2020-12-31,1178400000.0,386300000,448300000.0,533900000,-441800000,612400000
LII,2021-12-31,1437600000.0,348300000,508300000.0,408700000,-498700000,515500000
LLY,2018-12-31,12770900000.0,8661500000,5246500000.0,2506300000,-5904900000,5524500000
LLY,2019-12-31,15803900000.0,1934400000,4547300000.0,3483100000,-2324500000,4836600000
LLY,2020-12-31,16595300000.0,4980500000,5875300000.0,4470500000,-3137100000,6499600000
LLY,2021-12-31,16884700000.0,3399700000,6672800000.0,5387500000,-4131300000,7260700000
LMT,2018-12-31,14104000000.0,1705000000,2444000000.0,1860000000,-4152000000,3138000000
LMT,2019-12-31,12654000000.0,3123000000,2337000000.0,5827000000,-5328000000,7311000000
LMT,2020-12-31,12169000000.0,5445000000,1978000000.0,6417000000,-4527000000,8183000000
LMT,2021-12-31,11676000000.0,5818000000,1963000000.0,7699000000,-7616000000,9221000000
LNT,2018-12-31,5944000000.0,-859000000,80500000.0,527700000,530700000,527700000
LNT,2019-12-31,6527600000.0,-1178600000,84300000.0,660400000,619100000,660400000
LNT,2020-12-31,7166000000.0,-410000000,101000000.0,501000000,488000000,501000000
LNT,2021-12-31,7883000000.0,-985000000,93000000.0,582000000,130000000,582000000
LOW,2019-01-31,16223000000.0,-269000000,,5019000000,-5124000000,6193000000
LOW,2020-01-31,23750000000.0,136000000,,2812000000,-2735000000,4296000000
LOW,2021-01-31,26211000000.0,3596000000,,9258000000,-5191000000,11049000000
LOW,2022-01-31,29384000000.0,392000000,,8260000000,-12016000000,10113000000
LRCX,2018-06-30,2416592000.0,5999603000,2176936000.0,2382278000,-3272057000,2655747000
LRCX,2019-06-30,4489899000.0,6188759000,1455522000.0,2872522000,-2390080000,3176013000
LRCX,2020-06-30,5810725000.0,7691093000,2097099000.0,1923212000,-623930000,2126451000
LRCX,2021-06-30,4995061000.0,8124520000,3026430000.0,3239067000,-4166982000,3588163000
LSCC,2018-12-31,259647000.0,215005000,60890000.0,34951000,-16841000,51458000
LSCC,2019-12-31,172670000.0,162611000,64917000.0,98946000,-109912000,124137000
LSCC,2020-12-31,193751000.0,254112000,64581000.0,70819000,-8101000,91687000
LSCC,2021-12-31,182877000.0,195170000,79859000.0,146025000,-128613000,167722000
LUV,2018-12-31,3377000000.0,-2877000000,568000000.0,2917000000,-2496000000,4893000000
LUV,2019-12-31,3996000000.0,-2978000000,1086000000.0,2960000000,-2990000000,3987000000
LUV,2020-12-31,12199000000.0,7667000000,81000000.0,-1642000000,9658000000,-1127000000
LUV,2021-12-31,12281000000.0,8872000000,141000000.0,1811000000,359000000,2322000000
MCK,2019-03-31,7595000000.0,839000000,14941000000.0,3479000000,-2227000000,4036000000
MCK,2020-03-31,9401000000.0,-402000000,17201000000.0,3868000000,-2734000000,4374000000
MCK,2021-03-31,9405000000.0,1279000000,17106000000.0,3901000000,-1693000000,4542000000
MCK,2022-03-31,7542000000.0,-2235000000,16438000000.0,3899000000,-6321000000,4434000000
MDT,2019-04-30,25315000000.0,13495000000,6222000000.0,5873000000,-5431000000,7007000000
MDT,2020-04-30,24797000000.0,11665000000,4645000000.0,6021000000,-4198000000,7234000000
MDT,2021-04-30,26389000000.0,14039000000,5462000000.0,4885000000,-4136000000,6240000000
MG,2018-12-31,303617000.0,102320000,148324000.0,20539000,113969000,41664000
MG,2019-12-31,282020000.0,69915000,135997000.0,36190000,-44137000,59110000
MG,2020-12-31,245444000.0,52741000,107628000.0,52030000,-44169000,67802000
MG,2021-12-31,226122000.0,39923000,109511000.0,22985000,-23245000,42261000
MHK,2018-12-31,3257974000.0,1243057000,1562284000.0,387234000,198029000,1181344000
MHK,2019-12-31,2899986000.0,1716874000,1491592000.0,873299000,-789877000,1418761000
MHK,2020-12-31,3066910000.0,2992406000,1591503000.0,1344282000,-188185000,1769839000
MHK,2021-12-31,2726609000.0,2292002000,1721584000.0,632999000,-1232225000,1309119000
MMM,2018-12-31,14697000000.0,6465000000,5020000000.0,4862000000,-6701000000,6439000000
MMM,2019-12-31,21278000000.0,3749000000,4791000000.0,5371000000,-1124000000,7070000000
MMM,2020-12-31,19753000000.0,7034000000,4705000000.0,6612000000,-5300000000,8113000000
MMM,2021-12-31,18310000000.0,6368000000,4660000000.0,5851000000,-6145000000,7454000000
MPC,2018-12-31,27524000000.0,4807000000,5853000000.0,2580000000,222000000,6158000000
MPC,2019-12-31,31317000000.0,4023000000,7872000000.0,4067000000,-3376000000,9441000000
MPC,2020-12-31,33095000000.0,12624000000,5760000000.0,-368000000,-135000000,2419000000
MPC,2021-12-31,26904000000.0,12598000000,11034000000.0,2896000000,-14419000000,4360000000
MRK,2018-12-31,25114000000.0,3669000000,7071000000.0,8307000000,-13160000000,10922000000
MRK,2019-12-31,26346000000.0,5263000000,6778000000.0,9967000000,-8861000000,13440000000
MRK,2020-12-31,31791000000.0,437000000,7851000000.0,5569000000,-2832000000,10253000000
MRK,2021-12-31,33102000000.0,6394000000,9230000000.0,9661000000,2593000000,14109000000
MRO,2018-12-31,5499000000.0,1089000000,1079000000.0,481000000,-859000000,3234000000
MRO,2019-12-31,5501000000.0,390000000,1122000000.0,199000000,-535000000,2749000000
MRO,2020-12-31,5404000000.0,399000000,747000000.0,130000000,-286000000,1473000000
MRO,2021-12-31,4014000000.0,184000000,1142000000.0,2193000000,-2391000000,3239000000
MRVL,2019-01-31,1732699000.0,758462000,493122000.0,509283000,849737000,596744000
MRVL,2020-01-31,1583464000.0,827331000,492346000.0,273664000,-853949000,360297000
MRVL,2021-01-31,1329689000.0,540048000,536668000.0,697781000,-596780000,817287000
MRVL,2022-01-31,4726477000.0,1104908000,1048583000.0,632247000,2790828000,819368000
MSFT,2018-06-30,81808000000.0,111174000000,26481000000.0,32252000000,-33590000000,43884000000
MSFT,2019-06-30,78366000000.0,106132000000,29524000000.0,38260000000,-36887000000,52185000000
MSFT,2020-06-30,70998000000.0,109605000000,32011000000.0,45234000000,-46031000000,60675000000
MSFT,2021-06-30,67775000000.0,95749000000,38043000000.0,56118000000,-48486000000,76740000000
MSI,2018-12-31,5320000000.0,1176000000,1293000000.0,878000000,220000000,1075000000
MSI,2019-12-31,5748000000.0,739000000,1412000000.0,1575000000,-1144000000,1823000000
MSI,2020-12-31,5703000000.0,838000000,1390000000.0,1396000000,-966000000,1613000000
MSI,2021-12-31,6130000000.0,1349000000,1386000000.0,1594000000,-429000000,1837000000
MU,2018-08-31,4639000000.0,10285000000,5056000000.0,8521000000,-7776000000,17400000000
MU,2019-08-31,5851000000.0,10113000000,2778000000.0,3409000000,-2438000000,13189000000
MU,2020-08-31,7176000000.0,11330000000,3494000000.0,83000000,-317000000,8306000000
MU,2021-08-31,7280000000.0,13483000000,4920000000.0,2438000000,-1781000000,12468000000
NEE,2018-12-31,37712000000.0,-11170000000,2302000000.0,583000000,7634000000,6593000000
NEE,2019-12-31,42583000000.0,-6445000000,2282000000.0,-2922000000,3873000000,8155000000
NEE,2020-12-31,48091000000.0,-8176000000,2263000000.0,224000000,6174000000,7983000000
NEE,2021-12-31,54827000000.0,-8149000000,3378000000.0,-277000000,5807000000,7553000000
NEU,2018-12-31,770999000.0,542119000,276667000.0,123273000,-145427000,197911000
NEU,2019-12-31,714888000.0,570503000,289737000.0,277778000,-208079000,337212000
NEU,2020-12-31,670659000.0,585623000,284759000.0,190838000,-231463000,284154000
NEU,2021-12-31,1232631000.0,663086000,316702000.0,86402000,255133000,165336000
NKE,2018-05-31,3810000000.0,9094000000,3498000000.0,3927000000,-4835000000,4955000000
NKE,2019-05-31,3479000000.0,8659000000,4272000000.0,4784000000,-5293000000,5903000000
NKE,2020-05-31,13015000000.0,12272000000,2749000000.0,1399000000,2491000000,2485000000
NKE,2021-05-31,3400000000.0,16617000000,4463000000.0,5962000000,-1459000000,6657000000
NOVN,2018-12-31,8019000.0,289000,,-29732000,35353000,-28625000
NOVN,2019-12-31,6262000.0,2825000,419000.0,-20298000,25816000,-19876000
NOVN,2020-12-31,956000.0,35307000,4863000.0,-31708000,52814000,-31060000
NOVN,2021-12-31,3613000.0,42980000,4473000.0,-33827000,44093000,-24777000
NUE,2018-12-31,4291146000.0,5829965000,2505568000.0,1411421000,-908177000,2393952000
NUE,2019-12-31,4383009000.0,5762596000,2160102000.0,1332120000,-880410000,2809413000
NUE,2020-12-31,5340580000.0,6860802000,2298850000.0,1153658000,285854000,2696877000
NUE,2021-12-31,5684811000.0,7642144000,3853972000.0,4608787000,-3602879000,6230776000
NVDA,2019-01-31,1988000000.0,9228000000,1424000000.0,3143000000,-2866000000,3743000000
NVDA,2020-01-31,2643000000.0,11906000000,1657000000.0,4272000000,-792000000,4761000000
NVDA,2021-01-31,7718000000.0,12130000000,2429000000.0,4694000000,3804000000,5822000000
NVDA,2022-01-31,11687000000.0,24494000000,4650000000.0,8132000000,1865000000,9108000000
NXPI,2018-12-31,7354000000.0,1840000000,792000000.0,3708000000,-4597000000,4369000000
NXPI,2019-12-31,7365000000.0,1476000000,667000000.0,1745000000,-1831000000,2373000000
NXPI,2020-12-31,7609000000.0,2307000000,765000000.0,1960000000,-835000000,2482000000
NXPI,2021-12-31,10572000000.0,2776000000,923000000.0,2145000000,-1585000000,3077000000
OC,2018-12-31,3362000000.0,742000000,794000000.0,266000000,647000000,803000000
OC,2019-12-31,3190000000.0,732000000,770000000.0,590000000,-573000000,1037000000
OC,2020-12-31,3280000000.0,1166000000,919000000.0,828000000,-358000000,1135000000
OC,2021-12-31,3118000000.0,1400000000,939000000.0,1087000000,-881000000,1503000000
ON,2018-12-31,2766100000.0,1698500000,686000000.0,759400000,-605100000,1274200000
ON,2019-12-31,3612500000.0,1201600000,705000000.0,60100000,623100000,694700000
ON,2020-12-31,3491300000.0,1509600000,676000000.0,400700000,-244000000,884300000
ON,2021-12-31,3074600000.0,2238200000,809400000.0,1290000000,-569400000,1782000000
OSK,2018-09-30,818000000.0,1579800000,1521600000.0,336200000,-338900000,436300000
OSK,2019-09-30,819000000.0,1666400000,1082300000.0,394100000,-421600000,568300000
OSK,2020-09-30,823100000.0,1950700000,857600000.0,197100000,-115500000,327300000
OSK,2021-09-30,818800000.0,2266200000,1017300000.0,1106800000,-180400000,1221600000
OTIS,2018-12-31,27000000.0,309000000,2605000000.0,1378000000,-1497000000,1550000000
OTIS,2019-12-31,560000000.0,284000000,2723000000.0,1324000000,-1133000000,1469000000
OTIS,2020-12-31,6497000000.0,-180000000,3309000000.0,1297000000,-844000000,1480000000
OTIS,2021-12-31,7790000000.0,2014000000,3117000000.0,1594000000,58000000,1750000000
OXY,2018-12-31,10317000000.0,2520000000,4893000000.0,2749000000,-3102000000,7669000000
OXY,2019-12-31,40011000000.0,3732000000,6373000000.0,738000000,22193000000,7375000000
OXY,2020-12-31,37299000000.0,596000000,2115000000.0,901000000,-4516000000,3955000000
OXY,2021-12-31,30388000000.0,1887000000,4208000000.0,7661000000,-8572000000,10434000000
PCAR,2018-12-31,9950500000.0,10658100000,12155200000.0,1040000000,71100000,2992300000
PCAR,2019-12-31,11222700000.0,11853600000,13392100000.0,889500000,83400000,2860300000
PCAR,2020-12-31,10853300000.0,12393300000,13018200000.0,1348800000,-1808500000,2987200000
PCAR,2021-12-31,10431800000.0,12883200000,13495900000.0,553900000,-882900000,2186700000
PEP,2018-12-31,32321000000.0,-245000000,6079000000.0,6133000000,-13769000000,9415000000
PEP,2019-12-31,32510000000.0,-2816000000,6447000000.0,5417000000,-8489000000,9649000000
PEP,2020-12-31,44610000000.0,-371000000,6892000000.0,6373000000,3819000000,10613000000
PEP,2021-12-31,40780000000.0,-4437000000,7172000000.0,6991000000,-10780000000,11616000000
PFE,2018-12-31,41265000000.0,18068000000,8025000000.0,13631000000,-20441000000,15827000000
PFE,2019-12-31,52145000000.0,-4501000000,8724000000.0,9994000000,-8485000000,12588000000
PFE,2020-12-31,38274000000.0,9147000000,7930000000.0,11612000000,-9649000000,14403000000
PFE,2021-12-31,36998000000.0,17022000000,11479000000.0,29869000000,-9816000000,32580000000
PG,2018-06-30,31286000000.0,-4917000000,4686000000.0,11150000000,-14375000000,14867000000
PG,2019-06-30,30092000000.0,-7538000000,4951000000.0,11895000000,-9994000000,15242000000
PG,2020-06-30,35372000000.0,-4989000000,4178000000.0,14330000000,-8367000000,17403000000
PG,2021-06-30,32619000000.0,-10041000000,4725000000.0,15584000000,-21531000000,18371000000
PH,2018-06-30,4957025000.0,1887755000,2145517000.0,1352620000,-1681972000,1600287000
PH,2019-06-30,7107845000.0,4521313000,2131054000.0,1535051000,902306000,1730140000
PH,2020-06-30,8461785000.0,1736831000,1854398000.0,1838358000,449310000,2070949000
PH,2021-06-30,6584877000.0,2520247000,2183594000.0,2365044000,-2623339000,2575001000
PNW,2018-12-31,5214632000.0,-723973000,267887000.0,98975000,-92446000,1277144000
PNW,2019-12-31,5811818000.0,-1048335000,266426000.0,-234721000,178768000,956726000
PNW,2020-12-31,6919387000.0,-162114000,313576000.0,-360219000,361138000,966365000
PNW,2021-12-31,8184579000.0,-205769000,391923000.0,-613461000,476916000,860014000
PPL,2018-12-31,22029000000.0,-2131000000,663000000.0,-417000000,690000000,2821000000
PPL,2019-12-31,23044000000.0,-2133000000,687000000.0,-656000000,836000000,2427000000
PPL,2020-12-31,24789000000.0,-3209000000,790000000.0,-503000000,386000000,2746000000
PPL,2021-12-31,11209000000.0,2684000000,583000000.0,297000000,-7390000000,2270000000
QCOM,2018-09-30,16370000000.0,6148000000,2848000000.0,3111000000,-31487000000,3895000000
QCOM,2019-09-30,15933000000.0,7830000000,1046000000.0,6399000000,-6386000000,7286000000
QCOM,2020-09-30,15726000000.0,9847000000,2687000000.0,4407000000,-5707000000,5814000000
QCOM,2021-09-30,15745000000.0,8124000000,2214000000.0,8648000000,-6798000000,10536000000
REGN,2018-12-31,708500000.0,5004800000,2243200000.0,1812000000,-77100000,2195100000
REGN,2019-12-31,713900000.0,5592500000,2672200000.0,2000400000,-252100000,2430000000
REGN,2020-12-31,2695700000.0,7081700000,3516200000.0,2003500000,-1970500000,2618100000
REGN,2021-12-31,2699700000.0,10082400000,6036500000.0,6529400000,-1005800000,7081300000
RL,2019-03-31,924000000.0,2394700000,398100000.0,586100000,-605700000,783800000
RL,2020-03-31,3226900000.0,1283200000,277100000.0,484300000,-438200000,754600000
RL,2021-03-31,3620500000.0,2623200000,451500000.0,273100000,356800000,380900000
ROK,2018-09-30,1776200000.0,593800000,1190100000.0,1174500000,-1888900000,1300000000
ROK,2019-09-30,2256900000.0,1048900000,1178700000.0,1049200000,-985900000,1182000000
ROK,2020-09-30,2363700000.0,875000000,1249100000.0,1006600000,-798900000,1120500000
ROK,2021-09-30,4377800000.0,71200000,1424500000.0,1140700000,1297800000,1261000000
RTX,2018-12-31,45537000000.0,4135000000,14271000000.0,4020000000,7965000000,6322000000
RTX,2019-12-31,46336000000.0,2911000000,13524000000.0,6276000000,-4564000000,8883000000
RTX,2020-12-31,33339000000.0,7528000000,9254000000.0,1639000000,-5274000000,3606000000
RTX,2021-12-31,33142000000.0,6601000000,9661000000.0,4749000000,-6685000000,7071000000
SANM,2018-09-30,607667000.0,612532000,1177219000.0,37543000,-28335000,156424000
SANM,2019-09-30,385325000.0,1237907000,1128379000.0,248291000,-220218000,382965000
SANM,2020-09-30,347999000.0,1296853000,1043334000.0,234573000,-210280000,300555000
SANM,2021-09-30,330322000.0,1518677000,1192434000.0,265046000,-77318000,338342000
SBUX,2018-09-30,9440100000.0,6810000000,693100000.0,9961400000,-3242800000,11937800000
SBUX,2019-09-30,11167000000.0,-514800000,879200000.0,3240400000,-10056900000,5047000000
SBUX,2020-09-30,25258800000.0,459600000,883400000.0,114200000,1713300000,1597800000
SBUX,2021-09-30,23605100000.0,1605000000,940000000.0,4519100000,-3651000000,5989100000
SCS,2019-02-28,487000000.0,353400000,390300000.0,49800000,122300000,131200000
SCS,2020-02-29,741400000.0,497900000,372400000.0,287400000,-81900000,360800000
SCS,2021-02-28,727200000.0,530400000,270300000.0,23500000,-87800000,64800000
SCS,2022-02-28,708900000.0,392000000,332400000.0,-163100000,-120000000,-102600000
SNA,2018-12-31,1132300000.0,1264900000,1309400000.0,673600000,-502200000,764500000
SNA,2019-12-31,1206800000.0,1432900000,1325400000.0,575200000,-409400000,674600000
SNA,2020-12-31,1503900000.0,1918100000,1283400000.0,943000000,-84300000,1008600000
SNA,2021-12-31,1254100000.0,2071200000,1335000000.0,896500000,-818800000,966600000
SO,2018-12-31,46849000000.0,-4703000000,2527000000.0,-1056000000,-1813000000,6945000000
SO,2019-12-31,48686000000.0,-2729000000,2042000000.0,-1774000000,-1930000000,5781000000
SO,2020-12-31,51041000000.0,-3462000000,2269000000.0,-745000000,-576000000,6696000000
SO,2021-12-31,55470000000.0,-1956000000,1806000000.0,-1071000000,1945000000,6169000000
SR,2018-09-30,2629200000.0,-662100000,151900000.0,-42800000,89100000,456600000
SR,2019-09-30,2865800000.0,-854300000,139800000.0,-372400000,371800000,450900000
SR,2020-09-30,3132100000.0,-858600000,131800000.0,-168500000,160000000,469900000
SR,2021-09-30,3666900000.0,-291800000,338400000.0,-375000000,379400000,249800000
STM,2018-12-31,1910000000.0,3734000000,1277000000.0,532000000,-122000000,1845000000
STM,2019-12-31,2127000000.0,4193000000,1380000000.0,619000000,-343000000,1869000000
STM,2020-12-31,2817000000.0,4557000000,1465000000.0,735000000,348000000,2093000000
STM,2021-12-31,2742000000.0,4879000000,1759000000.0,1133000000,-1314000000,3060000000
STX,2018-06-30,4819000000.0,1120000000,1184000000.0,1747000000,-1211000000,2113000000
STX,2019-06-30,4253000000.0,2131000000,989000000.0,1159000000,-2212000000,1761000000
STX,2020-06-30,4238000000.0,1392000000,1115000000.0,1129000000,-1605000000,1714000000
STX,2021-06-30,5193000000.0,858000000,1158000000.0,1128000000,-1673000000,1626000000
SWK,2018-12-31,4198400000.0,567800000,1437100000.0,768800000,-561600000,1260900000
SWK,2019-12-31,3658100000.0,50900000,1284000000.0,1081000000,-292500000,1505700000
SWK,2020-12-31,4385700000.0,1477700000,1345700000.0,1674000000,615900000,2022100000
SWK,2021-12-31,6714900000.0,-241000000,1484500000.0,144000000,918700000,663100000
SWKS,2020-09-30,150700000.0,1869200000,393600000.0,806000000,-907700000,1204500000
SWKS,2021-09-30,2413100000.0,2206900000,756200000.0,1119900000,1677400000,1772000000
SWKS,2018-09-30,,1872500000,655800000.0,829700000,-993700000,1260600000
SWKS,2019-09-30,,1860600000,465300000.0,944000000,-912500000,1367400000
SYK,2018-12-31,9859000000.0,4926000000,2332000000.0,2038000000,1329000000,2610000000
SYK,2019-12-31,11090000000.0,6960000000,2893000000.0,1542000000,3000000,2191000000
SYK,2020-12-31,13991000000.0,4666000000,2701000000.0,2790000000,-11000000,3277000000
SYK,2021-12-31,12479000000.0,5468000000,3022000000.0,2738000000,-2365000000,3263000000
T,2018-12-31,176505000000.0,-12993000000,26472000000.0,22844000000,-25989000000,43602000000
T,2019-12-31,184951000000.0,-14150000000,22636000000.0,29233000000,-25083000000,48668000000
T,2020-12-31,179447000000.0,-11430000000,20215000000.0,27455000000,-32007000000,43130000000
T,2021-12-31,199956000000.0,-25591000000,17571000000.0,25430000000,1578000000,41957000000
TDY,2018-12-31,750600000.0,393600000,416500000.0,360100000,-271300000,446900000
TDY,2019-12-31,969900000.0,550500000,460400000.0,393700000,141700000,482100000
TDY,2020-12-31,778500000.0,961700000,402000000.0,547500000,-61800000,618900000
TDY,2021-12-31,4099400000.0,931000000,767700000.0,723000000,2807100000,824600000
TEL,2018-09-30,4000000000.0,1789000000,2361000000.0,1516000000,-1722000000,2451000000
TEL,2019-09-30,3965000000.0,2014000000,2320000000.0,1673000000,-1643000000,2422000000
TEL,2020-09-30,4262000000.0,2094000000,2377000000.0,1432000000,-1105000000,1992000000
TEL,2021-09-30,4210000000.0,2607000000,2928000000.0,1986000000,-1386000000,2676000000
TGT,2019-01-31,13445000000.0,-2495000000,,2457000000,-3644000000,5973000000
TGT,2020-01-31,13974000000.0,-1585000000,,4090000000,-3152000000,7117000000
TGT,2021-01-31,15109000000.0,631000000,631000000.0,7876000000,-2000000000,10525000000
TGT,2022-01-31,16390000000.0,-174000000,835000000.0,5081000000,-8071000000,8625000000
TMO,2018-12-31,18990000000.0,4478000000,4136000000.0,3785000000,-2237000000,4543000000
TMO,2019-12-31,17752000000.0,5696000000,4349000000.0,4047000000,-3118000000,4973000000
TMO,2020-12-31,21735000000.0,11653000000,5741000000.0,6815000000,959000000,8289000000
TMO,2021-12-31,34870000000.0,6677000000,7977000000.0,6789000000,6581000000,9312000000
TOL,2018-10-31,3698176000.0,8183397000,,574169000,-214301000,602401000
TOL,2019-10-31,3921347000.0,8579731000,,350690000,-258514000,437661000
TOL,2020-10-31,4083040000.0,8239064000,,898553000,-753311000,1008117000
TOL,2021-10-31,3679283000.0,8438070000,,1236249000,-1011083000,1303127000
TSCO,2018-12-31,440266000.0,856292000,,415864000,-440929000,694394000
TSCO,2019-12-31,2709166000.0,540287000,,594266000,-598813000,811716000
TSCO,2020-12-31,3541550000.0,1514887000,,1100513000,155210000,1394515000
TSCO,2021-12-31,3919312000.0,1185598000,,510289000,-975106000,1138720000
TSLA,2018-12-31,13827271000.0,-1685828000,949022000.0,-221714000,573755000,2097802000
TSLA,2019-12-31,14697000000.0,1436000000,1324000000.0,968000000,1529000000,2405000000
TSLA,2020-12-31,13279000000.0,12469000000,1886000000.0,2701000000,9973000000,5943000000
TSLA,2021-12-31,8873000000.0,7395000000,1913000000.0,3483000000,-5203000000,11497000000
TT,2018-12-31,4091300000.0,1416300000,2679200000.0,1042200000,-1378800000,1407800000
TT,2019-12-31,5573400000.0,1355300000,2798100000.0,1665400000,270500000,1919500000
TT,2020-12-31,5272100000.0,2566700000,2202100000.0,1288800000,884300000,1435000000
TT,2021-12-31,4842100000.0,1718500000,2429400000.0,1365300000,-2127600000,1588300000
