ticker,date,date2,ebit_to_interestExpense,ebitda_to_interestExpense,FreeOperCF_to_TotalDebt,FFO_to_TotalDebt,Return_on_Capital,ebitda_to_Revenue,TotalDebt_to_EnterpriseValue,TotalDebt_to_ebitda,ROCE,ROIC,DIO,DPO,DSO,InventoryTurnover,CCC
AMD,2018-12-29,2018,3.727272727272727,5.132231404958677,0.6272,,51.111111111111114,0.09590733590733591,138.88888888888889,2.0128824476650564,0.06896024464831804,,,,,,
AMD,2019-12-28,2019,6.712765957446808,9.457446808510639,1.5192307692307692,,-0.6282722513089005,0.1320754716981132,-0.762303664921466,0.8188976377952756,0.07523548348634793,,86.31309862800933,105.91897488998188,83.88872381518348,4.228790366721401,64.28284755321093
AMD,2020-12-26,2020,29.127659574468087,36.659574468085104,3.7984934086629,,-1.8991163475699557,0.17648263853323773,-0.3910162002945508,0.3081834010446895,0.12030934176992705,,80.23125923190547,58.86770679468242,73.3701218887637,4.549349013019739,94.73367432598675
AMD,2021-12-25,2021,107.29411764705883,120.91176470588235,6.6747352496217855,,-1.4413793103448276,0.25015212364609957,-0.3039080459770115,0.16078812940890294,0.21898073113632271,,71.9700176366843,41.885949441505,52.99318486065474,5.071556350626118,83.07725305583403
AME,2018-12-31,2018,12.924422000486736,15.351898272085666,0.5103841550522218,0.48018488912388096,0.38800552838807245,0.2603492209451673,1.1985061880252856,2.0867734236722812,0.10705874977018427,0.13191158512415568,,,,,
AME,2019-12-31,2019,12.929103423333823,15.574213672991942,0.5264904689792821,0.494112241203571,0.40387370002460726,0.2671332312505222,1.2138569066521614,2.040436219450778,0.10150289913851457,0.12473329365588959,67.63756279115024,42.05532681657138,52.27466082084583,5.396409701027206,77.85689679542469
AME,2020-12-31,2020,12.19010713206758,15.156282679928424,0.5607004266122416,0.5343890789869169,0.7162835039755832,0.28730653482609914,2.0984669509376506,1.8849361382419234,0.0917579358297507,0.12339101517253945,73.1614357824652,45.587005112071026,53.95501658689845,4.98896715320451,81.52944725729263
AMKR,2018-12-31,2018,3.2814582119423403,10.526423124667494,1.0343988753376652,0.625874889571579,1.957228334298398,0.19252300377206724,12.857662613395098,1.6032256783539245,0.045819589060236615,,,,,,
AMKR,2019-12-31,2019,3.2786958525989354,10.600933130316957,0.7737185456638478,0.4832157664094144,0.881621759137347,0.18725747350499056,7.102935466162024,2.0970576724659336,0.040781051871471366,,24.195489935828252,59.06627299923513,70.93522571650648,15.085456048547067,36.0644426530996
AMKR,2020-12-31,2020,7.413586211195612,15.36764430868969,1.1829030978797186,0.7608127591941886,8.569216957605985,0.19524673260881056,25.958064837905237,1.3194741768421607,0.07505406025403034,,22.77613545312698,53.10325499575278,65.52597528723877,16.025545718726768,35.19885574461297
APD,2018-09-30,2018,14.752490421455938,22.19080459770115,1.1709332214237003,,-2.5605922134893073,0.3242816510268527,-6.9687442880643395,1.316550985876584,0.08947510294377364,0.16329813702701412,,,,,
APD,2019-09-30,2019,15.93941605839416,23.843065693430656,1.5803367408298257,,-1.8671635247698377,0.3662447162766709,-3.6453309951775537,1.018215215061993,0.10516911725752154,0.19152132187265292,23.956656346749227,34.29185842188938,50.488344975277215,15.235849056603774,40.15314290013706
APD,2020-09-30,2020,20.55992680695334,31.401646843549862,0.7145760917936567,,3.202607278652906,0.38754333073631203,15.05395618323375,2.4224404172251033,0.08146397343503038,0.14662573979729432,24.70779775012376,33.47126201328076,52.23823718708716,14.772664228974909,43.47477292393017
APD,2021-09-30,2021,16.603667136812412,25.921720733427364,0.7470191746155344,,1.4708032034833993,0.35606897219800443,6.390793872949226,2.2360910846913513,0.07938418587714063,0.15422654637872318,21.807760816019815,32.5833901559956,48.19463818657367,16.737160824502155,37.419008846597876
APH,2018-12-31,2018,16.597836774827925,19.54473942969518,0.6436553056823592,0.5580698462486348,0.6646304523424879,0.24234333089490367,1.80265549273021,1.796397846757559,0.13508106464365166,0.19224534443902633,,,,,
APH,2019-12-31,2019,13.943027210884354,16.596938775510203,0.6229517287270913,0.5432112457371004,0.5403015905804586,0.2372893719454373,1.4900640363561248,1.8478840045086586,0.12663536244420073,0.17629347425341035,82.76495703640317,57.173182515064,78.28148175164733,4.410079012539801,103.87325627298652
