ticker,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector,longitude,latitude
005490.KS,2020-12-31,11609885181000.0,1464588543420,-274437599000,35797539056680.0,,-77761457320.0,518380779220,44331350426990.0,-216199715550,15264210915700,281163281790.0,3483134000000.0,-1744300676110.0,-3573057249760.0,46111457267940.0,4754643963050.0,936138798110.0,14471392537480,40109029363990.0,903893000000.0,29400141331760.0,-268379148450.0,792818378220,-118435538800.0,701015621310,-2013540968470.0,697054000000.0,-553542579500.0,,699334415830,734580494770,-536552240630.0,15888000000.0,-2220827802490.0,,,9513958619000.0,494615607200.0,3343241658090.0,11820077693000.0,13799622372280,,-1181534490480.0,37919000000.0,2698563840880.0,3406850184040.0,-308730000000.0,227111000000.0,5753098607130.0,,-347956860000.0,3318428063000.0,685275890620.0,1310547283810.0,792818378220,-133000000000.0,9051790403010.0,-85199789670.0,739879000000.0,-2882604343590.0,2242208025800.0,3913873167810.0,31412381141300.0,482403125000.0,3755512911460.0,79086973226380.0,16854968422500.0,1335154440410.0,-1021627285350.0,POSCO Holdings Inc.,KRW,Basic Materials,Steel,,
005490.KS,2021-03-31,12937925764000.0,2134164203960,13724007620,39395057916490.0,,556812630.0,1559558926800,45262152642310.0,420780100480,16068722906870,530194272450.0,3245179000000.0,-1884219184140.0,-3361697873570.0,46784409297000.0,4546138252760.0,899098873380.0,14522887987690,41088958971310.0,905135000000.0,29471590618830.0,588202165700.0,1545834919180,-1567322910.0,1024735684350,-208505710300.0,-799397000000.0,-116771042500.0,,1024735684350,1138778826320,-1393902401780.0,21759000000.0,582166259790.0,,,10600829662000.0,469504599780.0,3953318011590.0,12425770877000.0,13934558702910,,-853404071790.0,32342000000.0,570868478210.0,4328843033000.0,-1105301000000.0,175478000000.0,4218233684310.0,,88539650000.0,3268058671000.0,702385624710.0,1357038093880.0,1545834919180,-129317000000.0,10253346613020.0,52814935550.0,-67002000000.0,1052030060080.0,2266169639350.0,5564538206890.0,33607143443630.0,482403125000.0,3807052022280.0,82822614097520.0,18289088927280.0,1356920530860.0,-537877972900.0,POSCO Holdings Inc.,KRW,Basic Materials,Steel,,
005490.KS,2021-06-30,12660533590000.0,2819332425070,203392477220,40160509888160.0,,59257296880.0,2397838640960,46756521910160.0,590666618320,18292466348600,513700065680.0,2270576000000.0,-316116713970.0,-3302797922480.0,48220728455000.0,4022137264370.0,878430854150.0,16098020184860,42598285743160.0,905041000000.0,29334214582610.0,31811103630.0,2194446163740,-627675574470.0,1664343792740,-524000988380.0,-399007000000.0,,,1661036202740,1807172022640,286944120280.0,25043000000.0,-1270201603360.0,,,11105870671000.0,510960052330.0,4098758730200.0,11942638009000.0,15473133923530,,-794504120700.0,28030000000.0,1644242063330.0,4278911183810.0,-1215328000000.0,160039000000.0,5900277863910.0,,-314402650000.0,3253195167000.0,662618389570.0,1356188252640.0,2194446163740,-106295000000.0,11426741973220.0,13939736460.0,516505000000.0,-1866066074200.0,2293535147650.0,3916362210210.0,32614320071530.0,482403125000.0,4144616263070.0,83469600711890.0,17744269914880.0,1353661013470.0,-687307713740.0,POSCO Holdings Inc.,KRW,Basic Materials,Steel,,
005490.KS,2021-09-30,13087367598000.0,3773785149600,245691202040,45694290971860.0,,280436940.0,3359413113010,49171490806370.0,731794274850,20636882442640,833323640070.0,2774742000000.0,-1839889403770.0,-3013905607310.0,50348460665000.0,5480044599760.0,889118001250.0,17523160531670,45012057406370.0,906889000000.0,29414127944410.0,18509164600.0,3113721910970,-304786319210.0,2429720198710,1457907335380.0,-830428000000.0,,,2428038993710,2627618838160,-864088803950.0,15638000000.0,1925437175020.0,,,12310723793000.0,545787147630.0,4349822864860.0,14338622024000.0,16863097293040,,-505611805530.0,23362000000.0,1593015425530.0,4739531229720.0,-2217110000000.0,145564000000.0,6381388600590.0,,-192614416000.0,3252544400000.0,795950784480.0,1354532623680.0,3113721910970,-88547000000.0,13809620196620.0,65621293210.0,681006000000.0,1639160020410.0,2248774076500.0,4485816195260.0,36613743440890.0,482403125000.0,5216238295670.0,90135057112120.0,19405275340390.0,1410322253000.0,-773069680860.0,POSCO Holdings Inc.,KRW,Basic Materials,Steel,,
2330.TW,2020-12-31,139587181000.0,195188826000,3987187000,1092185308000.0,,-122750000.0,161107361000,1849657256000.0,18282837000,361533057000,14622690000.0,2601169000.0,-90958613000.0,-54679873000.0,1588686081000.0,660170647000.0,96652825000.0,204412883000,1823889077000.0,5436602000.0,1583317502000.0,-71155000.0,157120174000,-64825952000.0,142766434000,55975534000.0,16539740000.0,,,142766434000,142824524000,-1523720000.0,-252787000.0,-36306688000.0,,,146089048000.0,8381027000.0,964743000.0,256072695000.0,166344231000,,-54679873000.0,29940412000.0,259130584000.0,388514557000.0,-27843921000.0,,31712208000.0,,16521734000.0,20331577000.0,8984978000.0,56347243000.0,157120174000,-768582000.0,137353407000.0,-10992642000.0,75073000.0,-101203795000.0,16305014000.0,27728208000.0,910089406000.0,259303805000.0,41095002000.0,2760711405000.0,617151048000.0,25958184000.0,-88675011000.0,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors,,
2330.TW,2021-03-31,146846740000.0,189775219000,4251811000,1139786823000.0,,731878000.0,155064389000,1938936396000.0,15325640000,362410230000,8143590000.0,,-244251414000.0,-48392823000.0,1663271807000.0,664727857000.0,99936702000.0,211597652000,1913923708000.0,5492275000.0,1690833602000.0,8744892000.0,150812578000,-64825951000.0,139690493000,4557210000.0,-21440514000.0,,,139690493000,139738749000,3568226000.0,-149192000.0,70699516000.0,,,167531499000.0,8355475000.0,2060566000.0,279462127000.0,172635011000,,-48392823000.0,30756358000.0,227815706000.0,340049568000.0,-17214161000.0,,34367898000.0,,16140368000.0,19520413000.0,6048810000.0,64753607000.0,150812578000,-772095000.0,154567568000.0,6374461000.0,-2334169000.0,14618457000.0,15948996000.0,29130450000.0,978134499000.0,259303805000.0,38580760000.0,2919131461000.0,661648612000.0,31254225000.0,-248028725000.0,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors,,
2330.TW,2021-06-30,134980000000.0,186234135000,3723870000,1241104000000.0,,620122000.0,149391075000,1979870900000.0,14909359000,372145122000,-46291990000.0,10200000.0,-169750986000.0,-58594000000.0,1714407300000.0,747982100000.0,102700298000.0,226477917000,1953335800000.0,5408400000.0,1755298400000.0,-502192000.0,145667205000,-64825949000.0,134358942000,83254290000.0,-10780986000.0,,,134358942000,134481716000,83874000.0,-16493000.0,140358784000.0,,,179971600000.0,9710047000.0,2164000000.0,413636200000.0,185910987000,,-58594000000.0,30873376000.0,187439494000.0,325981700000.0,-15871139000.0,,40814200000.0,,16249932000.0,21126700000.0,7731300000.0,64753800000.0,145667205000,-1134399000.0,170438700000.0,-9464861000.0,3072669000.0,75030643000.0,16429000000.0,28937100000.0,1110653900000.0,259303800000.0,41230000000.0,3092688800000.0,659558300000.0,36180400000.0,-166971075000.0,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors,,
2330.TW,2021-09-30,135681543000.0,212848684000,2848091000,1370639169000.0,,3947206000.0,173851639000,2076020062000.0,17372485000,414670379000,-13734072000.0,,-177020171000.0,-59304212000.0,1811273605000.0,853811966000.0,105868551000.0,243666831000,2050376148000.0,5404964000.0,1861855662000.0,-1557343000.0,171003548000,-64825953000.0,156258287000,105829819000.0,-8908313000.0,,,156258287000,156479154000,9129661000.0,195220000.0,31058616000.0,,,187241314000.0,10783282000.0,2300248000.0,463205638000.0,201821695000,,-59304212000.0,30866634000.0,318706205000.0,356388152000.0,-11795045000.0,,46442588000.0,,91180205000.0,20238950000.0,11632825000.0,64746864000.0,171003548000,-1334063000.0,182233752000.0,-531535000.0,2007449000.0,-35324680000.0,114111503000.0,27730551000.0,1253991574000.0,259303805000.0,43888861000.0,3332311884000.0,655621450000.0,41925391000.0,-188639899000.0,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors,,
2412.TW,2020-12-31,4596000000.0,17148739000,1229669000,81803000000.0,,-53987000.0,10406091000,376115000000.0,1818218000,59479811000,1455594000.0,1600000000.0,-9217577000.0,927000000.0,147824000000.0,30420000000.0,9314433000.0,50303389000,285830000000.0,246000000.0,292425000000.0,214389000.0,9176422000,-31000.0,8224790000,12716631000.0,-250371000.0,,,8224790000,8587873000,35739000.0,-3000000.0,-5827549000.0,,,28183000000.0,7013627000.0,11158000000.0,19980000000.0,42331072000,,927000000.0,972278000.0,27545868000.0,32618000000.0,2204872000.0,1000000000.0,27102000000.0,,5946995000.0,90039000000.0,1725000000.0,149790000000.0,9176422000,-57995000.0,14565000000.0,1531000.0,368048000.0,-5613191000.0,19489000000.0,14565000000.0,118907000000.0,77574000000.0,15591000000.0,506180000000.0,73223000000.0,3133000000.0,-9538633000.0,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services,,
2412.TW,2021-03-31,10318964000.0,18208080000,219006000,88412793000.0,,334749000.0,11320348000,385766989000.0,2198718000,50100995000,2367558000.0,1600000000.0,-7256373000.0,-152567000.0,137068144000.0,30043910000.0,9405118000.0,38999653000,297102467000.0,246280000.0,290915850000.0,44116000.0,11101342000,-33403565000.0,8804944000,-375745000.0,1312927000.0,,,8804944000,9121630000,-3133179000.0,-3000000.0,-3025514000.0,,,26672128000.0,6187768000.0,11683751000.0,19981108000.0,31892915000,,-152567000.0,875401000.0,9875305000.0,33627364000.0,27379000.0,961667000.0,26845714000.0,,-6174980000.0,88418242000.0,1459837000.0,171276947000.0,11101342000,-50726000.0,14423187000.0,-13279000.0,-6146588000.0,-2981398000.0,19476462000.0,11662317000.0,109050456000.0,77574465000.0,9689794000.0,506501196000.0,63570505000.0,3073603000.0,-4443242000.0,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services,,
2412.TW,2021-06-30,16681655000.0,18542903000,182406000,98868425000.0,,120194000.0,11464942000,361222414000.0,2195481000,49601135000,-1536153000.0,1600000000.0,-16945775000.0,-241105000.0,112612107000.0,32139010000.0,9469332000.0,38318599000,274151398000.0,246280000.0,293388101000.0,94363000.0,11282536000,-33403565000.0,8947528000,2095100000.0,-578677000.0,,,8947528000,9269461000,-6477112000.0,,1118788000.0,,,27350257000.0,6324197000.0,11436633000.0,26974488000.0,31058232000,,-241105000.0,892844000.0,17819116000.0,65347787000.0,828432000.0,944972000.0,26623320000.0,,-2972167000.0,86824736000.0,2430419000.0,171276947000.0,11282536000,-55016000.0,14800338000.0,8608000.0,3375473000.0,1213151000.0,19481424000.0,11809077000.0,145100892000.0,77574465000.0,12943927000.0,517759939000.0,92619385000.0,3066359000.0,-10552481000.0,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services,,
2412.TW,2021-09-30,3547964000.0,18839683000,654753000,76861122000.0,,301195000.0,12101518000,370344030000.0,2368741000,50885502000,-1831381000.0,,5312727000.0,-483416000.0,121973865000.0,23577346000.0,9544793000.0,39438737000,284853588000.0,246280000.0,295112700000.0,175157000.0,11446765000,-33403565000.0,9366784000,-8561664000.0,504235000.0,,,9366784000,9732777000,13104572000.0,,-928291000.0,,,26788136000.0,6356684000.0,11481873000.0,28575582000.0,32045819000,,-483416000.0,935528000.0,20284216000.0,31746496000.0,-1609827000.0,971665000.0,26614557000.0,,3145243000.0,85244162000.0,1848619000.0,171279116000.0,11446765000,-56089000.0,16018703000.0,-1908000.0,873537000.0,-34156699000.0,20483761000.0,11802995000.0,114055913000.0,77574465000.0,13695667000.0,495881816000.0,59047723000.0,3015458000.0,-8035674000.0,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services,,
4502.T,2020-12-31,36664000000.0,583611000000,-33345000000,2616598000000.0,,-2066000000.0,109796000000,4635353000000.0,17358000000,836753000000,-41817000000.0,245474000000.0,71975000000.0,-18016000000.0,1306568000000.0,617635000000.0,139750000000.0,693612000000,-2946174000000.0,3824804000000.0,1363141000000.0,-36660000000.0,143141000000,-132925000000.0,92359000000,-13364000000.0,-48366000000.0,-3000000.0,,92359000000,92438000000,19807000000.0,787000000.0,-130484000000.0,,,828942000000.0,222644000000.0,4075000000.0,4466574000000.0,253142000000,,41551000000.0,117566000000.0,217960000000.0,1193506000000.0,3049000000.0,,348820000000.0,,51731000000.0,3756723000000.0,394005000000.0,1678656000000.0,143141000000,-62669000000.0,739352000000.0,-3227000000.0,21254000000.0,-300072000000.0,879871000000.0,376051000000.0,7646709000000.0,1668145000000.0,326978000000.0,12286137000000.0,1804958000000.0,252252000000.0,-24562000000.0,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic,139.777,35.6699
4502.T,2021-03-31,,458847000000,118264000000,2712893000000.0,,-1535000000.0,130878000000,5173037000000.0,-66266000000,770274000000,-231182000000.0,22084000000.0,293331000000.0,306562000000.0,1509906000000.0,966222000000.0,111044000000.0,757660000000,-2769986000000.0,4033917000000.0,1453917000000.0,-23181000000.0,12614000000,-8678000000.0,197098000000,348517000000.0,40592000000.0,-3000000.0,,197098000000,197144000000,-2230000000.0,-1486000000.0,-338210000000.0,,,812714000000.0,234239000000.0,4140000000.0,4613218000000.0,311427000000,,366114000000.0,112821000000.0,400960000000.0,1468731000000.0,19919000000.0,,689992000000.0,,193441000000.0,3909106000000.0,180076000000.0,1688424000000.0,12614000000,-55877000000.0,753881000000.0,24298000000.0,41702000000.0,-370072000000.0,962497000000.0,112468000000.0,7735116000000.0,1668145000000.0,232105000000.0,12912293000000.0,1773176000000.0,353769000000.0,-36165000000.0,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic,139.777,35.6699
4502.T,2021-06-30,,704757000000,-41400000000,2476458000000.0,,-53000000.0,222979000000,5238258000000.0,85252000000,949603000000,47126000000.0,24272000000.0,-70445000000.0,382818000000.0,1503811000000.0,654920000000.0,142948000000.0,685224000000,-2677109000000.0,4058935000000.0,1452172000000.0,-23218000000.0,264379000000,-132032000000.0,137684000000,-311302000000.0,-41835000000.0,-2542000000.0,,137684000000,137727000000,-2768000000.0,-4769000000.0,-253246000000.0,,,858957000000.0,219843000000.0,385000000.0,4381589000000.0,244846000000,,425162000000.0,122480000000.0,166858000000.0,1361865000000.0,-21009000000.0,,697486000000.0,,-73202000000.0,3856432000000.0,183433000000.0,1682504000000.0,264379000000,-71068000000.0,779148000000.0,3324000000.0,-24854000000.0,-411038000000.0,1330220000000.0,115751000000.0,7418591000000.0,1669125000000.0,320645000000.0,12657234000000.0,1706782000000.0,343557000000.0,-29838000000.0,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic,139.777,35.6699
4502.T,2021-09-30,,569022000000,-35980000000,2456353000000.0,,1030000000.0,61447000000,5323935000000.0,15452000000,844819000000,55185000000.0,214886000000.0,-32904000000.0,410029000000.0,1551150000000.0,607881000000.0,140647000000.0,747392000000,-2538111000000.0,4078369000000.0,1459919000000.0,-29463000000.0,97427000000,-9541000000.0,45964000000,-47039000000.0,-13355000000.0,,,45964000000,45995000000,9247000000.0,25263000000.0,-208363000000.0,,,887295000000.0,212011000000.0,426000000.0,4016473000000.0,275797000000,,451066000000.0,131600000000.0,233153000000.0,1367264000000.0,-3956000000.0,,666708000000.0,,-7143000000.0,3783677000000.0,177701000000.0,1686493000000.0,97427000000,-39676000000.0,783476000000.0,78000000.0,15811000000.0,-247367000000.0,1300689000000.0,115247000000.0,7235912000000.0,1676263000000.0,336600000000.0,12560273000000.0,1918750000000.0,335575000000.0,-30763000000.0,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic,139.777,35.6699
6758.T,2021-03-31,21000000000.0,507328000000,16043000000,7218744000000.0,,-6462000000.0,95476000000,5575839000000.0,-11646000000,2220419000000,-322901000000.0,125011000000.0,-409329000000.0,-648248000000.0,3857152000000.0,1289764000000.0,96698000000.0,2140986000000,3752385000000.0,816315000000.0,1362528000000.0,77797000000.0,79433000000,-135000000.0,107000000000,-91174000000.0,262765000000.0,-155000000.0,,107000000000,107122000000,-285737000000.0,9106000000.0,-87200000000.0,,,1353393000000.0,418789000000.0,53816000000.0,743878000000.0,1713091000000,,-524020000000.0,,262642000000.0,1454570000000.0,-15968000000.0,,2765907000000.0,,210311000000.0,943236000000.0,14362000000.0,1486721000000.0,79433000000,-4920000000.0,637391000000.0,65206000000.0,-65370000000.0,-9693000000.0,866261000000.0,12525281000000.0,20725185000000.0,880214000000.0,2189402000000.0,26354840000000.0,7815424000000.0,205964000000.0,-120800000000.0,Sony Group Corporation,JPY,Technology,Consumer Electronics,139.7333,35.65
6758.T,2021-06-30,,620001000000,7410000000,4851979000000.0,,-6212000000.0,283210000000,6903196000000.0,70095000000,2256843000000,257956000000.0,207180000000.0,-191237000000.0,1460776000000.0,3087094000000.0,1063628000000.0,177922000000.0,1981043000000,4622234000000.0,789918000000.0,1423343000000.0,-1029000000.0,275800000000,-36849000000.0,211829000000,-61764000000.0,-74204000000.0,-7548000000.0,,211829000000,213115000000,-22717000000.0,-1101000000.0,-22016000000.0,,,1441588000000.0,345302000000.0,45814000000.0,1044969000000.0,1636842000000,,1588475000000.0,,198734000000.0,1536820000000.0,-120542000000.0,,1169278000000.0,,-324464000000.0,1491044000000.0,536214000000.0,1475112000000.0,275800000000,-8543000000.0,758041000000.0,-1819000000.0,55195000000.0,-67442000000.0,1494070000000.0,227001000000.0,21320679000000.0,880214000000.0,1682260000000.0,28269689000000.0,7603456000000.0,193736000000.0,-93521000000.0,Sony Group Corporation,JPY,Technology,Consumer Electronics,139.7333,35.65
6758.T,2021-09-30,,681260000000,-27039000000,4719646000000.0,,11342000000.0,283099000000,7074006000000.0,68703000000,2369365000000,183467000000.0,171763000000.0,-256315000000.0,1411923000000.0,3308747000000.0,874857000000.0,205992000000.0,2059227000000,4655545000000.0,835826000000.0,1441259000000.0,-3111000000.0,310138000000,-299000000.0,213106000000,-251435000000.0,-55853000000.0,-13948000000.0,,213106000000,214396000000,5680000000.0,1214000000.0,-102325000000.0,,,1499999000000.0,369908000000.0,47482000000.0,1006165000000.0,1688105000000,,1539514000000.0,,118224000000.0,1551310000000.0,-86562000000.0,,1117855000000.0,,-397178000000.0,1582635000000.0,525903000000.0,1473122000000.0,310138000000,-40172000000.0,847963000000.0,6339000000.0,36037000000.0,-119683000000.0,1494978000000.0,234719000000.0,21545378000000.0,880214000000.0,1677359000000.0,28666866000000.0,7675450000000.0,203077000000.0,-136796000000.0,Sony Group Corporation,JPY,Technology,Consumer Electronics,139.7333,35.65
6758.T,2021-12-31,,810135000000,74063000000,5341269000000.0,,2690000000.0,461569000000,7386169000000.0,113645000000,3031319000000,247292000000.0,175949000000.0,-75672000000.0,1432345000000.0,3616880000000.0,1103302000000.0,236201000000.0,2643813000000,4882957000000.0,842945000000.0,1458037000000.0,-7879000000.0,387506000000,-37060000000.0,346161000000,348795000000.0,-298096000000.0,-29002000000.0,,346161000000,347924000000,-23131000000.0,-880000000.0,-17629000000.0,,,1820533000000.0,423509000000.0,50780000000.0,687986000000.0,2221184000000,,1579744000000.0,,491643000000.0,1751837000000.0,72107000000.0,,1248817000000.0,,-173990000000.0,1660267000000.0,541136000000.0,1456579000000.0,387506000000,-8576000000.0,788398000000.0,24394000000.0,49620000000.0,-91570000000.0,1610963000000.0,240597000000.0,22558188000000.0,880365000000.0,1738923000000.0,29995137000000.0,8275801000000.0,220840000000.0,-108236000000.0,Sony Group Corporation,JPY,Technology,Consumer Electronics,139.7333,35.65
7267.T,2020-12-31,352123000000.0,830605000000,108688000000,7359561000000.0,,-12129000000.0,386423000000,8306603000000.0,87094000000,3771569000000,-75280000000.0,3389548000000.0,-360431000000.0,-438712000000.0,8487222000000.0,2873289000000.0,150261000000.0,3493834000000,7498864000000.0,,2921098000000.0,-7526000000.0,277735000000,-32818000000.0,284051000000,-92045000000.0,54770000000.0,-2000000.0,34000000.0,284051000000,299329000000,-220353000000.0,,-2278000000.0,,,639755000000.0,381019000000.0,269449000000.0,4305653000000.0,2940964000000,,-164892000000.0,171851000000.0,324303000000.0,1007032000000.0,55700000000.0,,316740000000.0,,-160870000000.0,807739000000.0,361229000000.0,172026000000.0,277735000000,-2014000000.0,1448639000000.0,-13293000000.0,15671000000.0,-42624000000.0,1886492000000.0,1430927000000.0,12204151000000.0,86067000000.0,959136000000.0,20780203000000.0,5725676000000.0,86318000000.0,-85282000000.0,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers,139.7333,35.65
7267.T,2021-03-31,295307000000.0,778638000000,42138000000,7579091000000.0,,-12129000000.0,255346000000,9082306000000.0,31800000000,3623806000000,-870831000000.0,1706277000000.0,-133205000000.0,-77076000000.0,8901266000000.0,2758020000000.0,827216000000.0,3410598000000,8934946000000.0,,3021514000000.0,-7621000000.0,213208000000,-44909000000.0,213323000000,-115269000000.0,-140715000000.0,390000000.0,34000000.0,213323000000,223546000000,22861000000.0,,-312995000000.0,,,801814000000.0,327517000000.0,290533000000.0,4715361000000.0,2845168000000,,196710000000.0,237913000000.0,246187000000.0,1145613000000.0,-19786000000.0,671403000000.0,1113718000000.0,,40166000000.0,147360000000.0,383696000000.0,172049000000.0,213208000000,-5314000000.0,1545600000000.0,137240000000.0,22373000000.0,-365491000000.0,1860997000000.0,1519535000000.0,12548191000000.0,86067000000.0,1088061000000.0,21921030000000.0,5715457000000.0,99552000000.0,-91259000000.0,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers,139.7333,35.65
7267.T,2021-06-30,274957000000.0,737450000000,68150000000,7269729000000.0,,-12129000000.0,311360000000,9325398000000.0,73640000000,3583870000000,-181040000000.0,3266072000000.0,-128716000000.0,37166000000.0,9030414000000.0,2503454000000.0,151291000000.0,3340660000000,8505910000000.0,,8005736000000.0,-29307000000.0,243210000000,-93272000000.0,222512000000,-254566000000.0,101500000000.0,390000000.0,,222512000000,237720000000,,,-18710000000.0,,,2376183000000.0,317014000000.0,278821000000.0,4453295000000.0,2846420000000,,310562000000.0,177226000000.0,7253000000.0,1134645000000.0,-178826000000.0,,108540000000.0,,-40889000000.0,819488000000.0,379036000000.0,171751000000.0,243210000000,-2925000000.0,1736099000000.0,7796000000.0,-156143000000.0,-140899000000.0,2165951000000.0,5779343000000.0,12378617000000.0,86067000000.0,1021390000000.0,21982836000000.0,5759371000000.0,108540000000.0,-80310000000.0,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers,139.7333,35.65
7267.T,2021-09-30,191254000000.0,689003000000,50050000000,7157974000000.0,,1253000000.0,249036000000,9505836000000.0,78155000000,3404358000000,-25462000000.0,3055345000000.0,-97994000000.0,37156000000.0,9197111000000.0,2619277000000.0,156699000000.0,3205372000000,8679607000000.0,,8011994000000.0,-47838000000.0,198986000000,,166697000000,115823000000.0,36363000000.0,-19417000000.0,,166697000000,170881000000,,,-4539000000.0,,,2258150000000.0,308589000000.0,246100000000.0,4682601000000.0,2715355000000,,322313000000.0,181428000000.0,290833000000.0,1086543000000.0,-25611000000.0,,106224000000.0,,92936000000.0,826229000000.0,328047000000.0,185502000000.0,198986000000,-3503000000.0,1761246000000.0,-5222000000.0,-193128000000.0,-71794000000.0,2181503000000.0,5801845000000.0,12152330000000.0,86067000000.0,861875000000.0,21904266000000.0,5288226000000.0,106224000000.0,-60429000000.0,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers,139.7333,35.65
7751.T,2020-12-31,71000000.0,414314000000,603000000,1789143000000.0,,40000000.0,80184000000,2575031000000.0,22385000000,945735000000,40159000000.0,345774000000.0,-43741000000.0,-1483158000000.0,3478807000000.0,407684000000.0,61604000000.0,866154000000,1340970000000.0,915564000000.0,1145041000000.0,-1582000000.0,79581000000,-41831000000.0,53589000000,-92603000000.0,-84855000000.0,-3000000.0,,53589000000,57799000000,108000000.0,,-190347000000.0,,,686715000000.0,262157000000.0,209010000000.0,4834000000.0,531421000000,,-324789000000.0,72576000000.0,139738000000.0,294422000000.0,57918000000.0,,407375000000.0,,-15548000000.0,318497000000.0,533000000.0,404620000000.0,79581000000,-260000000.0,562807000000.0,1750000000.0,19309000000.0,-190350000000.0,433754000000.0,49994000000.0,1841573000000.0,174762000000.0,303809000000.0,4625614000000.0,1326189000000.0,154226000000.0,-44087000000.0,Canon Inc.,JPY,Technology,Computer Hardware,139.7161,35.5613
7751.T,2021-03-31,91000000.0,384359000000,-8578000000,1888873000000.0,,911000000.0,66048000000,2670231000000.0,17482000000,842651000000,3888000000.0,345503000000.0,-39265000000.0,-1390413000000.0,3481430000000.0,483403000000.0,50885000000.0,768025000000,1433885000000.0,921317000000.0,1146869000000.0,-1582000000.0,74626000000,-41831000000.0,44454000000,75719000000.0,39865000000.0,-5000000.0,,44454000000,48566000000,34000000.0,,17631000000.0,,,554508000000.0,242373000000.0,212588000000.0,4759000000.0,458292000000,,-232039000000.0,67360000000.0,129246000000.0,302996000000.0,-17158000000.0,,409091000000.0,,-15239000000.0,315029000000.0,119000000.0,404452000000.0,74626000000,-168000000.0,595906000000.0,11525000000.0,23205000000.0,-25787000000.0,396062000000.0,53231000000.0,1851591000000.0,174762000000.0,317400000000.0,4734410000000.0,1376332000000.0,,-41177000000.0,Canon Inc.,JPY,Technology,Computer Hardware,139.7161,35.5613
7751.T,2021-06-30,97000000.0,417623000000,3914000000,1903220000000.0,,743000000.0,85773000000,2745425000000.0,21251000000,881933000000,-4193000000.0,300375000000.0,-41128000000.0,-1376456000000.0,3542570000000.0,523565000000.0,56089000000.0,800074000000,1510209000000.0,928243000000.0,1138380000000.0,-123000000.0,81859000000,-47060000000.0,61149000000,40162000000.0,29708000000.0,-5000000.0,,61149000000,64522000000,-1132000000.0,,-63800000000.0,,,522647000000.0,264814000000.0,215922000000.0,5673000000.0,464310000000,,-218097000000.0,70950000000.0,143359000000.0,337551000000.0,9767000000.0,,415348000000.0,,-28751000000.0,306973000000.0,539000000.0,404549000000.0,81859000000,-180000000.0,589125000000.0,1859000000.0,-4307000000.0,-63928000000.0,386978000000.0,55097000000.0,1785914000000.0,174762000000.0,312137000000.0,4747261000000.0,1322230000000.0,,-40763000000.0,Canon Inc.,JPY,Technology,Computer Hardware,139.7161,35.5613
