ticker,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector,longitude,latitude
005490.KS,2020-12-31,10663540498.206297,1345207037.1485736,-252067648.00364137,32879610910.514553,,-71422967.27347459,476126537.56047577,40717814452.80969,-198576849.514504,14019994921.14784,258245107.09915644,3199216864.8200254,-1602119281.1784115,-3281810292.79943,42352821267.5773,4367083538.2171,859832274.8208542,13291800735.583723,36839663123.16392,830214895.4340451,27003677715.717762,-246503033.72976094,728194185.5641171,-108781623.99810243,643874452.7765055,-1849413265.2764065,640235751.0478374,-508422230.01824784,,642330285.677323,674703387.0749798,-492816807.2432667,14592937.724549375,-2039803739.8467026,,,8738457051.926409,454298511.67294663,3070727424.133092,10856599803.202684,12674787883.999268,,-1085225279.3921082,34828147.38023589,2478598569.7181907,3129151093.439407,-283564807.63470095,208598733.60776266,5284152171.263837,,-319594208.7619427,3047936434.211733,629417698.6375107,1203721985.0023077,728194185.5641171,-122158907.185616,8313961080.488332,-78254986.45512432,679570000.6735818,-2647637567.3794312,2059441218.906357,3594845631.9005613,28851895882.099705,443081493.0295196,3449393632.973118,72640437759.0425,15481086640.155382,1226323363.6429193,-938352426.5365674,POSCO Holdings Inc.,KRW,Basic Materials,Steel,,
005490.KS,2021-03-31,11455846939.102287,1889689190.481031,12151880.722894637,34882233974.79523,,493028.04633398063,1380906698.9427369,40077235119.66408,372578457.6328135,14228001728.078974,469458902.76140064,2873433855.7910604,-1668376134.3947086,-2976605137.299623,41425112635.44656,4025364261.443637,796104357.4094654,12859246909.859133,36382093501.58249,801449027.3299073,26095530098.08098,520821815.0592011,1368754818.2198422,-1387781.2942062565,907349088.8017306,-184620745.75910383,-707823637.4689366,-103394563.71914054,,907349088.8017306,1008328241.3099234,-1234226633.7059143,19266440.23893834,515477340.5657561,,,9386472317.941446,415721417.04894674,3500453385.5332174,11002360955.21214,12338312537.597944,,-755644034.5975771,28637125.3369982,505473754.2959988,3832960871.319412,-978685402.0193385,155376460.32668883,3735022160.60643,,78397163.26584479,2893692590.7516775,621925210.8628423,1201585244.6207001,1368754818.2198422,-114503343.55341648,9078794511.184828,46764823.727995545,-59326716.70983715,931516810.6116104,2006573000.9574533,4927103397.230355,29757342743.606133,427142376.8964383,3370942611.0477033,73335031248.79457,16194018054.233606,1201481148.8029172,-476262411.9085962,POSCO Holdings Inc.,KRW,Basic Materials,Steel,,
005490.KS,2021-06-30,11216390304.496311,2497740924.8125715,180192200.69048408,35579539403.377235,,52498021.94122938,2124325479.0977857,41423167143.549126,523291319.7392395,16205907968.983328,455104075.6025727,2011579247.508005,-280058373.56356966,-2926059184.7942195,42720356711.15908,3563345975.486092,778231284.2991694,14261774690.576027,37739246596.61547,801806102.8320092,25988162165.16204,28182521.044190794,1944133278.4073014,-556078792.2410513,1474497851.7321367,-464230007.6715737,-353493651.30716896,,,1471567547.0855339,1601034159.358546,254213396.7546952,22186431.590637337,-1125314098.9204369,,,9839062408.521626,452676606.10022837,3631227495.6718388,10580382589.882355,13708167044.170755,,-703877783.1086539,24832714.82991513,1456689057.082595,3790830581.8797107,-1076699737.7385335,141783904.69728103,5227253571.592502,,-278539826.9432614,2882114444.1016455,587035801.2575605,1201492548.465573,1944133278.4073014,-94170296.92635849,10123333030.895254,12349678.926698202,457589060.7643708,-1653210370.1172974,2031919524.5800834,3469636315.975778,28894117363.82025,427377068.71869075,3671854218.3462653,73948512003.04121,15720242406.75196,1199253582.7283058,-608908899.5970874,POSCO Holdings Inc.,KRW,Basic Materials,Steel,,
005490.KS,2021-09-30,11048471792.91223,3185862891.4983926,207414691.70014516,38575525683.0159,,236747.35183216783,2836046343.3076134,41511008621.217606,617787216.8220031,17421839178.414867,703499207.3644615,2342461804.488,-1553250951.9131598,-2544365842.8264265,42504617013.952644,4626302251.46285,750601301.8907124,14793207526.807398,37999578056.569916,765603736.6394129,24831667672.923664,15625600.905771207,2628631651.6074686,-257303313.70625168,2051191339.977255,1230778302.1306221,-701054682.3370825,,,2049772051.8063138,2218259126.4856105,-729471431.556013,13201738.287229352,1625471139.091716,,,10392822204.984873,460758350.3993266,3672159039.3712707,12104791876.221436,14235976286.916473,,-426841970.2993069,19722407.588326648,1344837750.0554008,4001154297.155246,-1871703924.6706145,122886419.74947265,5387224850.626547,,-162606798.2081802,2745826828.008276,671948711.230327,1143508453.7241004,2628631651.6074686,-74752162.68827839,11658203842.039518,55398077.69714545,574911304.7725356,1383793426.2912357,1898435018.86807,3786965814.9659443,30909646925.59087,407248996.367284,4403594629.956428,76092814586.17975,16382105540.059742,1190606553.5721743,-652632280.630876,POSCO Holdings Inc.,KRW,Basic Materials,Steel,,
2330.TW,2020-12-31,4969303643.6,6948722205.6,141943857.2,38881796964.8,,-4369900.0,5735422051.6,65847798313.6,650868997.2,12870576829.2,520567764.0,92601616.4,-3238126622.8,-1946603478.8,56557224483.6,23502075033.2,3440840570.0,7277098634.8,64930451141.2,193543031.2,56366103071.2,-2533118.0,5593478194.4,-2307803891.2,5082485050.4,1992729010.4,588814744.0,,,5082485050.4,5084553054.4,-54244432.0,-8999217.2,-1292518092.8,,,5200770108.8,298364561.2,34344850.8,9116187942.0,5921854623.6,,-1946603478.8,1065878667.2,9225048790.4,13831118229.2,-991243587.6,,1128954604.8,,588173730.4,723804141.2,319865216.8,2005961850.8,5593478194.4,-27361519.2,4889781289.2,-391338055.2,2672598.8,-3602855102.0,580458498.4,987124204.8,32399182853.6,9231215458.0,1462982071.2,98281326018.0,21970577308.8,924111350.4,-3156830391.6,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors,,
2330.TW,2021-03-31,5169005248.0,6680087708.8,149663747.20000002,40120496169.600006,,25762105.6,5458266492.8,68250561139.200005,539462528.0,12756840096.0,286654368.0,,-8597649772.800001,-1703427369.6000001,58547167606.4,23398420566.4,3517771910.4,7448237350.400001,67370114521.600006,193328080.0,59517342790.4,307820198.40000004,5308602745.6,-2281873475.2000003,4917105353.6,160413792.0,-754706092.8000001,,,4917105353.6,4918803964.8,125601555.2,-5251558.4,2488622963.2000003,,,5897108764.8,294112720.0,72531923.2,9837066870.400002,6076752387.200001,,-1703427369.6000001,1082623801.6000001,8019112851.200001,11969744793.6,-605938467.2,,1209750009.6000001,,568140953.6,687118537.6,212918112.0,2279326966.4,5308602745.6,-27177744.0,5440778393.6,224381027.20000002,-82162748.80000001,514569686.40000004,561404659.2,1025391840.0000001,34430334364.8,9127493936.0,1358042752.0,102753427427.20001,23290031142.4,1100148720.0,-8730611120.0,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors,,
2330.TW,2021-06-30,4845782000.0,6685805446.5,133686933.0,44555633600.0,,22262379.8,5363139592.5,71077365310.0,535245988.1,13360009879.800001,-1661882441.0,366180.0,-6094060397.400001,-2103524600.0,61547222070.0,26852557390.0,3686940698.2000003,8130557220.3,70124755220.0,194161560.0,63015212560.0,-18028692.8,5229452659.5,-2327251569.1,4823486017.8,2988829011.0,-387037397.40000004,,,4823486017.8,4827893604.400001,3011076.6,-592098.7000000001,5038880345.6,,,6460980440.0,348590687.3,77687600.0,14849539580.0,6674204433.3,,-2103524600.0,1108354198.4,6729077834.6,11702743030.0,-569773890.1,,1465229780.0,,583372558.8000001,758448530.0,277553670.0,2324661420.0,5229452659.5,-40724924.1,6118749330.0,-339788509.90000004,110308817.10000001,2693600083.7000003,589801100.0,1038841890.0,39872475010.0,9309006420.0,1480157000.0,111027527920.0,23678142970.0,1298876360.0,-5994261592.5,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors,,
2330.TW,2021-09-30,4884535548.0,7662552623.999999,102531275.99999999,49343010084.0,,142099416.0,6258659004.0,74736722232.0,625409460.0,14928133643.999998,-494426591.99999994,,-6372726155.999999,-2134951631.9999998,65205849779.99999,30737230775.999996,3811267835.9999995,8772005916.0,73813541328.0,194578704.0,67026803831.99999,-56064347.99999999,6156127728.0,-2333734308.0,5625298332.0,3809873483.9999995,-320699268.0,,,5625298332.0,5633249544.0,328667796.0,7027919.999999999,1118110176.0,,,6740687303.999999,388198152.0,82808928.0,16675402967.999998,7265581019.999999,,-2134951631.9999998,1111198824.0,11473423380.0,12829973471.999998,-424621619.99999994,,1671933167.9999998,,3282487379.9999995,728602200.0,418781699.99999994,2330887104.0,6156127728.0,-48026268.0,6560415071.999999,-19135260.0,72268164.0,-1271688480.0,4108014107.9999995,998299835.9999999,45143696664.0,9334936980.0,1579998995.9999998,119963227823.99998,23602372200.0,1509314076.0,-6791036363.999999,Taiwan Semiconductor Manufacturing Company Limited,TWD,Technology,Semiconductors,,
2412.TW,2020-12-31,163617600.0,610495108.4,43776216.4,2912186800.0,,-1921937.2,370456839.6,13389694000.0,64728560.8,2117481271.6,51819146.4,56960000.0,-328145741.2,33001200.0,5262534400.0,1082952000.0,331593814.8,1790800648.4,10175548000.0,8757600.0,10410330000.0,7632248.4,326680623.2,-1103.6,292802524.0,452712063.6,-8913207.6,,,292802524.0,305728278.8,1272308.4,-106800.0,-207460744.4,,,1003314800.0,249685121.2,397224800.0,711288000.0,1506986163.2,,33001200.0,34613096.8,980632900.8,1161200800.0,78493443.2,35600000.0,964831200.0,,211713022.0,3205388400.0,61410000.0,5332524000.0,326680623.2,-2064622.0,518514000.0,54503.6,13102508.8,-199829599.6,693808400.0,518514000.0,4233089200.0,2761634400.0,555039600.0,18020008000.0,2606738800.0,111534800.0,-339575334.8,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services,,
2412.TW,2021-03-31,363227532.8,640924416.0,7709011.2,3112130313.6000004,,11783164.8,398476249.6,13578998012.800001,77394873.60000001,1763555024.0,83338041.60000001,56320000.0,-255424329.60000002,-5370358.4,4824798668.8,1057545632.0000001,331060153.6,1372787785.6000001,10458006838.400002,8669056.0,10240237920.0,1552883.2000000002,390767238.40000004,-1175805488.0,309934028.8,-13226224.0,46215030.400000006,,,309934028.8,321081376.0,-110287900.80000001,-105600.0,-106498092.80000001,,,938858905.6,217809433.60000002,411268035.20000005,703335001.6,1122630608.0,,-5370358.4,30814115.200000003,347610736.0,1183683212.8,963740.8,33850678.4,944969132.8000001,,-217359296.0,3112322118.4,51386262.400000006,6028948534.400001,390767238.40000004,-1785555.2000000002,507696182.40000004,-467420.80000000005,-216359897.60000002,-104945209.60000001,685571462.4000001,410513558.40000004,3838576051.2000003,2730621168.0,341080748.8,17828842099.2,2237681776.0,108190825.60000001,-156402118.4,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services,,
2412.TW,2021-06-30,598871414.5,665690217.7,6548375.4,3549376457.5,,4314964.600000001,411591417.8,12967884662.6,78817767.9,1780680746.5,-55147892.7,57440000.0,-608353322.5,-8655669.5,4042774641.3,1153790459.0,339949018.8,1375637704.1000001,9842035188.2,8841452.0,10532632825.9,3387631.7,405043042.40000004,-1199187983.5,321216255.2,75214090.0,-20774504.3,,,321216255.2,332773649.90000004,-232528320.8,,40164489.2,,,981874226.3000001,227038672.3,410575124.7,968384119.2,1114990528.8,,-8655669.5,32053099.6,639706264.4,2345985553.3,29740708.8,33924494.800000004,955777188.0,,-106700795.3,3117008022.4,87252042.10000001,6148842397.3,405043042.40000004,-1975074.4000000001,531332134.20000005,309027.2,121179480.7,43552120.9,699383121.6,423945864.3,5209122022.8,2784923293.5,464686979.3,18587581810.100002,3325035921.5,110082288.10000001,-378834067.90000004,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services,,
2412.TW,2021-09-30,127726703.99999999,678228588.0,23571108.0,2767000392.0,,10843020.0,435654647.99999994,13332385079.999998,85274676.0,1831878071.9999998,-65929715.99999999,,191258172.0,-17402976.0,4391059140.0,848784455.9999999,343612548.0,1419794532.0,10254729168.0,8866080.0,10624057200.0,6305651.999999999,412083539.99999994,-1202528340.0,337204224.0,-308219904.0,18152460.0,,,337204224.0,350379972.0,471764591.99999994,,-33418475.999999996,,,964372895.9999999,228840623.99999997,413347427.99999994,1028720951.9999999,1153649484.0,,-17402976.0,33679008.0,730231776.0,1142873856.0,-57953771.99999999,34979940.0,958124051.9999999,,113228747.99999999,3068789832.0,66550283.99999999,6166048176.0,412083539.99999994,-2019203.9999999998,576673308.0,-68688.0,31447331.999999996,-1229641164.0,737415396.0,424907819.99999994,4106012867.9999995,2792680740.0,493044011.99999994,17851745376.0,2125718027.9999998,108556487.99999999,-289284264.0,"Chunghwa Telecom Co., Ltd.",TWD,Communication Services,Telecom Services,,
4502.T,2020-12-31,355683408.9651351,5661704941.892632,-323485251.7985607,25384041472.053093,,-20042600.99612615,1065148799.1145531,44968311062.53452,168392772.55118957,8117476530.160476,-405673497.509684,2381383076.923074,698241145.5451014,-174776137.24405068,12675228024.349733,5991777282.789145,1355737410.0719407,6728842479.247362,-28581311687.880424,37105043785.27942,13224051870.503578,-355644604.31654626,1388634050.9131138,-1289526978.4172645,895989634.7537342,-129646330.93525162,-469206408.4117315,-29103.486441615896,,895989634.7537342,896756026.5633634,192150918.64969537,7634814.609850571,-1265846441.6159363,,,8041700752.628655,2159905545.1023765,39532235.7498616,43330958616.49136,2455771588.2678437,,403092988.3785274,1140526828.9983382,2114465301.604867,11578395229.662409,29578843.38682896,,3383959380.1881523,,501850819.03707737,36444578965.13554,3822306391.809624,16284914045.379059,1388634050.9131138,-607962130.6032089,7172573635.860533,-31305650.249031503,206188500.27670142,-2911047127.836189,8535771239.623674,3648131726.6187,74181963901.49408,16182945130.049784,3172066596.5688944,119189807199.77847,17510190226.895382,2447137553.956831,-238279944.65965655,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic,139.777,35.6699
4502.T,2021-03-31,,4141314044.338348,1067389269.4942548,24485159283.349773,,-13854110.53806468,1181236663.8441885,46689137729.966446,-598082403.2022111,6952091948.271813,-2086528327.3034976,199318682.16457355,2647452832.730326,2766868947.733019,13627625163.57465,8720616542.221453,1002225309.8298725,6838244553.92188,-25000450966.053177,36408033888.84577,13122297609.883638,-209219632.8227214,113847394.34993346,-78323108.30574937,1778903895.0042164,3145532926.6414905,366362250.7890042,-27076.437533676897,,1778903895.0042164,1779319067.0463994,-20126818.56669983,-13411862.058347957,-3052507312.7549543,,,7335133284.581562,2114119217.1503143,37365483.79647412,41636503002.07796,2810777903.933465,,3304354283.7348614,1018263586.3289871,3618856131.1676965,13256001058.424934,179778519.7444367,,6227508428.912263,,1745897717.6506643,35281554807.17385,1625272188.4381337,15238835655.453627,113847394.34993346,-504316700.023088,6804137268.108624,219301093.06442708,376380532.6764647,-3340077130.320959,8686996632.283804,1015077592.1791911,69813128396.58157,15055807963.205149,2094858844.5846922,116539631610.3445,16003763066.738356,3192934743.283781,-326406454.468475,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic,139.777,35.6699
4502.T,2021-06-30,,6372466094.498958,-374341931.06596583,22392320529.55941,,-479230.00836947316,2016192981.8154104,47364725003.42377,770855031.575742,8586382144.107109,426116856.12112814,219469259.68195948,-636969017.7280667,3461469308.3770747,13597572794.643505,5921836171.34595,1292546627.1018763,6195847231.225733,-24206622046.716827,36701197245.68203,13130649051.205935,-209938911.96834767,2390534912.8813763,-1193843329.5290241,1244949140.987595,-2814816227.649693,-378275233.9648473,-22984956.250475485,,1244949140.987595,1245337950.2396684,-25028465.342767954,-43121658.67762297,-2289869484.896898,,,7766754156.585237,1987837032.640945,3481199.1174008898,39618659115.87908,2213916049.6081514,,3844346958.837395,1107473423.1149635,1508742655.405916,12314086327.3225,-189964966.90253323,,6306721162.596045,,-661898020.2389089,34870149804.458565,1658615058.9667466,15213328415.125887,2390534912.8813763,-642602230.8453155,7045115142.661476,30055859.39283262,-224731747.69839406,-3716636682.6447453,12027949844.023407,1046629296.2032998,67079460887.164116,15092354485.2773,2899296340.2571645,114447667089.70528,15432851927.261625,3106468377.0828505,-269797452.6363838,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic,139.777,35.6699
4502.T,2021-09-30,,5081133444.898535,-321286666.15253764,21934226410.888947,,9197478.213927565,548696547.3895215,47540559393.07423,137980032.38991138,7543887715.739875,492779451.6850414,1918843983.959261,-293819245.77774036,3661391062.697578,13851134302.459944,5428128402.097575,1255920114.9070585,6673904502.197816,-22664291870.90282,36418165073.6481,13036478831.649433,-263092524.87082314,869983213.5420591,-85197222.95056592,410439697.69414234,-420039007.48052305,-119254681.11359479,,,410439697.69414234,410716514.99961007,82571923.34387203,225588244.7751962,-1860596265.1345527,,,7923181001.773649,1893171411.2747543,3804005.552556449,35865459140.12455,2462754270.8413405,,4027834668.0033503,1175134109.6629782,2081960813.6037412,12209107623.968407,-35325460.01388101,,5953429422.379824,,-63784064.93406271,33786686190.328938,1586797161.255478,15059691869.360525,869983213.5420591,-354290432.63668936,6996119845.762245,696508.0589187865,141185755.3790376,-2208886012.9559417,11614620136.500223,1029108516.2335049,64613731046.501976,14968342158.556177,3005700161.9495325,112158094445.12875,17133651769.8772,2996547331.6880994,-274700992.51946956,Takeda Pharmaceutical Company Limited,JPY,Healthcare,Drug Manufacturers—Specialty & Generic,139.777,35.6699
6758.T,2021-03-31,189535062.73573828,4578878300.361745,144795762.45092615,65152623662.534966,,-58322646.44754004,861716649.9884452,50324618793.77982,-105110730.50573371,20040345450.69644,-2914336252.0206013,1128284177.5074942,-3694390366.407477,-5850748826.110327,34812645061.96564,11640738126.395084,872745785.5438296,19323424563.158924,33867072684.935394,7367634035.101152,12297468093.295238,702155203.6024872,716920887.537519,-1218439.6890154604,965726272.034476,-822889038.5651525,2371580036.17887,-1398949.2725733065,,965726272.034476,966827380.4941789,-2578913343.853412,82186013.39388728,-787021784.3122085,,,12215020341.005192,3779771399.430338,485715187.43745196,6713855399.892168,15461467150.334698,,-4729531598.799123,,2370469902.2399893,13128191247.786802,-144118851.51258424,,24963636036.486557,,1898157551.3817074,8513156877.838421,129623931.9528892,13418369428.835217,716920887.537519,-44405357.55523011,5752759198.675951,588515395.2736453,-589995573.8588196,-87483969.67131005,7818420618.120161,113046662862.75003,187054725675.46582,7944353129.089293,19760402163.035755,237865059656.68307,70537946578.39975,1858923793.3954096,-1090277884.6893897,Sony Group Corporation,JPY,Technology,Consumer Electronics,139.7333,35.65
6758.T,2021-06-30,,5606095932.435504,67001780.41543011,43871961071.2926,,-56169373.8111541,2560806239.062613,62419220318.03988,633804291.2577022,20406545090.162018,2332457661.112374,1873337228.9431593,-1729179417.180244,13208447069.923122,27913737423.72359,9617404817.773697,1608784180.1719508,17912740631.51483,41794589405.767235,7142498297.192406,12869975052.87983,-9304295.822871469,2493804458.647183,-333191444.87559843,1915373838.5452287,-558474759.1873988,-670958180.0197809,-68249586.85231666,,1915373838.5452287,1927001947.8049107,-205408832.07791173,-9955325.268203583,-199070337.0615532,,,13034947722.742113,3122246799.0565248,414253652.8950763,9448688728.600754,14800449157.726513,,14363111085.749035,,1796967858.1754506,13896042669.10139,-1089949880.544774,,10572700108.04228,,-2933828027.086655,13482132615.08024,4848487541.657145,13338074266.14925,2493804458.647183,-77246452.1037813,6854264052.347241,-16447535.570265502,499077364.376473,-609815664.6123397,13509493935.935448,2052560209.9977126,192783191992.69528,7958961558.243914,15211122148.672262,255616665963.63025,68751024198.43246,1751775564.178646,-845623954.9570094,Sony Group Corporation,JPY,Technology,Consumer Electronics,139.7333,35.65
6758.T,2021-09-30,,6083372823.320673,-241447197.501347,42144506080.048904,,101279415.43919072,2527958140.6647377,63167976767.17755,613489656.0499665,21157459192.565517,1638285180.0724742,1533773252.8726604,-2288787988.740625,12607894206.061407,29545755774.658436,7812114755.147599,1839424206.0615213,18388053854.399433,41572110399.47515,7463583908.382739,12869852672.938862,-27779956.04226083,2769405338.166085,-2669947.5591886817,1902949312.8711143,-2245211587.105706,-498744418.1383459,-124549928.27947736,,1902949312.8711143,1914468484.6147711,50720074.03408599,10840522.865735983,-913720347.8059593,,,13394376818.847702,3303126962.288852,423994816.07156175,8984641424.384882,15074086369.244846,,13747229587.414059,,1055691907.1489053,13852563036.939777,-772963212.7708718,,9981987387.21359,,-3546636895.1954584,14132282459.319662,4696098432.17393,13154376215.007187,2769405338.166085,-358719509.52417296,7571962348.268601,56604674.172899835,321795652.8109783,-1068720179.6868862,13349541344.95243,2095944552.3251107,192391402685.27597,7859950571.450521,14978128989.743034,255983374268.5251,68538625395.23333,1813394449.7570565,-1221532261.8955681,Sony Group Corporation,JPY,Technology,Consumer Electronics,139.7333,35.65
6758.T,2021-12-31,,7037574022.089274,643378998.3126243,46399150708.69763,,23367801.810093563,4009610748.581069,64163023541.95426,987224474.6126703,26332811009.357254,2148204626.4764524,1528454037.4290528,-657356244.8228253,12442659510.661139,31419529743.825726,9584290882.037119,2051858050.3144646,22966579259.088806,42417833242.828636,7322591708.8510475,12665843735.23546,-68444204.63261233,3366231750.2684445,-321937076.2386868,3007071242.5218577,3029952577.082373,-2589534664.8258924,-251937913.79045856,,3007071242.5218577,3022386273.968399,-200937034.82129154,-7644485.350513879,-153141627.55023772,,,15814815737.076233,3678986757.171344,441121552.38533497,5976476020.862093,19295236987.26798,,13723102119.957043,,4270861035.4348807,15218059412.486572,626387392.2380731,,10848367343.150785,,-1511436370.6089885,14422598590.274576,4700802527.99509,12653178212.916086,3366231750.2684445,-74498984.50682616,6848746547.016411,211908608.68231314,431044730.7869303,-795460822.2119954,13994298924.681694,2090045729.40635,195961065568.33862,7647656074.551309,15105876589.967781,260565210662.67822,71891181259.39558,1918418346.372142,-940236950.452523,Sony Group Corporation,JPY,Technology,Consumer Electronics,139.7333,35.65
7267.T,2020-12-31,3416002318.7603717,8057833785.279458,1054399911.4554496,71396294593.24838,,-117665395.68345307,3748752180.4095135,80583702595.46198,844913016.0486983,36588602418.37294,-730303486.441615,32882554753.735428,-3496599573.879353,-4256016247.9247313,82335916801.32805,27874242484.78137,1457706325.4012156,33894250149.41888,72747695583.84052,,28338045345.877106,-73010946.31986709,2694352268.954064,-318372739.3469835,2755624809.0758123,-892943469.8395118,531332650.80243427,-19402.3242944106,329839.51300498017,2755624809.0758123,2903839164.360815,-2137680182.6231294,,-22099247.371333674,,,6206366989.485326,3696327100.166016,2613968439.402321,41769837902.60094,28530768633.093487,,-1599644028.776976,1667154416.1593778,3146115987.82512,9769380719.424446,540354731.5993352,,3072746098.5058064,,-1560625954.6209166,7836007011.621461,3504341101.272823,1668852119.5351388,2694352268.954064,-19538140.564471472,14053481831.765337,-128957548.42280005,152026912.00885424,-413502335.3624787,18301164781.40562,13881654847.814037,118394447719.9777,834949922.5235184,9304733857.221903,201592118754.842,55545711278.36185,837384914.2224671,-827334510.2379624,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers,139.7333,35.65
7267.T,2021-03-31,2665287179.585841,7027581056.115705,380315641.5980257,68404928007.85092,,-109470036.9486557,2304620006.1580873,81972163690.24629,287010237.85697514,32706585597.72118,-7859667057.963129,15399967535.21654,-1202238953.8911438,-695647833.1152269,80338190939.88068,24892452082.210518,7466020783.619356,30782281233.16112,80642169078.59209,,27270611692.71007,-68783176.81471722,1924304364.5600615,-405325244.3999653,1925342294.665519,-1040357959.3564675,-1270020302.5171149,3519936.8793779965,306866.29204833816,1925342294.665519,2017609768.301112,206331479.48579586,,-2824929855.2844,,,7236755561.542536,2955997863.905752,2622199541.9905834,42558392521.74541,25679004541.605476,,1775402009.0831943,2147278827.6498907,2221955642.3677716,10339706277.422731,-178578131.01377705,6059733796.474423,10051838619.043856,,362517396.65922207,1329994611.6542091,3463040258.6405635,1552824667.0771923,1924304364.5600615,-47961396.35131968,13949780617.350338,1238656762.373939,201927045.6469844,-3298731410.2070346,16796389673.620035,13714531502.578575,113253436590.71555,776795916.4036565,9820271899.776672,197847799822.95242,51584738145.63879,898504503.1175342,-823656204.2952733,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers,139.7333,35.65
7267.T,2021-06-30,2486181988.8914194,6668078673.057886,616217454.1581055,65733439424.78871,,-109671335.31157245,2815340668.0362105,84320953992.23901,665858449.3646792,32405623586.70007,-1636977371.9850833,29532070035.760414,-1163859806.7412283,336057782.85018563,81653686354.71335,22636420403.256435,1367984664.079735,30206500372.821964,76911081518.67897,,72388470382.71306,-264996110.47705942,2199123213.8781047,-843372478.1252358,2011970332.4963813,-2301805024.727987,917770676.4056891,3526409.4955489533,,2011970332.4963813,2149482218.671531,,,-169177235.03005362,,,21485626395.799995,2866464563.6460404,2521120569.124243,40267030190.97609,25737544913.642185,,2808125091.6837797,1602490895.5337405,65582174.541580915,10259545902.761902,-1616958216.5411208,,981426888.8381625,,-369721430.41923374,7409872473.560053,3427272178.3458796,1552985531.461611,2199123213.8781047,-26448071.21661715,15697938458.49498,70492021.60846062,-1411856815.034616,-1274019414.1367998,19584692752.03526,52257256495.472755,111928391104.00948,778224323.2138762,9235485627.330116,198770465665.37274,52076668160.99813,981426888.8381625,-726169093.814196,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers,139.7333,35.65
7267.T,2021-09-30,1707819901.2878666,6152514642.554111,446926004.472888,63917776622.19412,,11188776.895195378,2223789499.498704,84883222830.26053,697892145.446125,30399522851.854385,-227365233.28448898,27282979683.04128,-875046291.3549687,331787864.5793132,82126435003.46948,23389071013.341312,1399257901.5963452,28622659356.828568,77505336201.8963,,71543825500.11491,-427173750.2891911,1776863495.025816,,1488535947.4049351,1034251960.3609052,324706699.31363887,-173385858.71828303,,1488535947.4049351,1525897354.052579,,,-40531411.274774,,,20164354785.223816,2755573402.483197,2197572221.793761,41813709400.01498,24247008209.300274,,2878123102.490908,1620077745.0450974,2597019593.583685,9702384049.510193,-228695742.26883385,,948536821.1613996,,829880422.6112351,7377886628.364231,2929325374.4119377,1656456896.7378554,1776863495.025816,-31280355.51785268,15727205547.929192,-46630321.585562855,-1724553953.8829153,-641091020.2822481,19479928462.250122,51808099988.431625,108515330508.212,768543065.4738871,7696190811.290116,195596125560.2663,47221692645.9469,948536821.1613996,-539606224.2615814,"Honda Motor Co., Ltd.",JPY,Consumer Cyclical,Auto Manufacturers,139.7333,35.65
