ticker,date2,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow,SaleOfPPE,ebitda,EnterpriseValue
AGR,2018,12/31/18,,2569000000,-253000000,1963000000,,60000000,757000000,15104000000,167000000,6477000000,282000000,410000000,-1554000000,-84000000,1528000000,36000000,864000000,5467000000,11654000000,3127000000,23459000000,145000000,1010000000,-537000000,587000000,-3000000,,-4000000,,587000000,590000000,145000000,579000000,166000000,,,1148000000,128000000,299000000,5279000000,3908000000,,-72000000,,1781000000,623000000,,2649000000,2871000000,,-25000000,323000000,364000000,13657000000,1010000000,-303000000,235000000,,0,-230000000,8392000000,424000000,16764000000,3000000,1176000000,32167000000,3004000000,6000000,-1777000000,"Avangrid, Inc.",USD,Utilities,Utilities—Regulated Electric,6349000000,-1041000000,1142000000,4000000,-230000000,1791000000,18000000,1874000000,21417000000
AGR,2019,12/31/19,,2526000000,-146000000,2025000000,,74000000,812000000,15190000000,169000000,6336000000,13000000,730000000,-2708000000,-107000000,1634000000,178000000,910000000,5378000000,11757000000,3119000000,25399000000,70000000,958000000,-545000000,667000000,141000000,,-2000000,,667000000,643000000,-65000000,591000000,1736000000,,,1092000000,79000000,349000000,6716000000,3810000000,,-95000000,,1588000000,665000000,,2579000000,2829000000,,-66000000,314000000,347000000,13660000000,958000000,-310000000,251000000,,0,1261000000,8431000000,708000000,18855000000,3000000,1407000000,34394000000,3589000000,,-2735000000,"Avangrid, Inc.",USD,Utilities,Utilities—Regulated Electric,8092000000,-1562000000,1082000000,-1147000000,1261000000,1593000000,18000000,1868000000,23104000000
AGR,2020,12/31/20,300000000,2477000000,-254000000,3777000000,,48000000,568000000,15209000000,29000000,6320000000,4000000,313000000,-2858000000,-125000000,1666000000,1463000000,985000000,5498000000,11785000000,3119000000,27066000000,306000000,822000000,-545000000,581000000,1283000000,,-2000000,,581000000,539000000,-132000000,619000000,3094000000,,,1199000000,62000000,617000000,10478000000,3843000000,,-111000000,,1288000000,698000000,,2581000000,2820000000,,-269000000,305000000,377000000,13665000000,822000000,-316000000,262000000,,0,2853000000,8205000000,736000000,21997000000,3000000,1502000000,37823000000,3069000000,,-2781000000,"Avangrid, Inc.",USD,Utilities,Utilities—Regulated Electric,11268000000,708000000,1187000000,-1493000000,2853000000,1288000000,7000000,1807000000,25014000000
AIMC,2018,12/31/18,,390300000,-53600000,704000000,,56200000,51700000,1848200000,16400000,1175300000,17900000,17000000,-989400000,-71600000,232600000,169000000,60000000,1070000000,-1399800000,1662300000,364400000,-43900000,105300000,-20000000,35300000,117000000,1500000,-3100000,,35300000,35300000,-5000000,,1053200000,,,270000000,251900000,,1706900000,785000000,,-71600000,33100000,116300000,18800000,-14000000,,20300000,,-9100000,1585700000,700000,1687100000,105300000,-28600000,231200000,3900000,23400000,986200000,444700000,500000,2489000000,100000,175800000,4337200000,337100000,4900000,-37500000,Altra Industrial Motion Corp.,USD,Industrials,Specialty Industrial Machinery,1708086000,366797000,259815000,78752000,986246000,116283000,0,165300000,3387286000
AIMC,2019,12/31/19,,656300000,-90000000,667300000,,56200000,148200000,1922300000,21000000,1834100000,-19400000,18000000,-80900000,-89900000,315400000,167300000,128400000,1595900000,-1275000000,1694900000,391000000,,238200000,-44400000,127200000,-1700000,14800000,-4000000,,127200000,127200000,-5000000,,-129500000,,,248400000,359000000,,1582300000,1177800000,,-89900000,59100000,255900000,27300000,5800000,,28100000,,10200000,1502400000,,1696700000,238200000,-73800000,222500000,1200000,-16200000,-177900000,414200000,,2361400000,100000,154700000,4283700000,339700000,3000000,-51700000,Altra Industrial Motion Corp.,USD,Industrials,Specialty Industrial Machinery,1620000000,327600000,243200000,204200000,-177900000,255900000,300000,366600000,3375000000
AIMC,2020,12/31/20,,622400000,-228400000,748200000,,56200000,4000000,1996700000,29500000,1726000000,108600000,16400000,15600000,21100000,269500000,254400000,127600000,1493600000,-1058900000,1596000000,385200000,,232400000,-27800000,-25500000,87100000,10600000,-3900000,,-25500000,-25500000,-5000000,,-161500000,,,247700000,332200000,,1408000000,1103600000,,21100000,57800000,262500000,29800000,19000000,,19100000,,-1700000,1459600000,,1706000000,232400000,-72100000,210400000,2200000,18800000,-193200000,412900000,,2211400000,100000,163600000,4208100000,360600000,4900000,-33700000,Altra Industrial Motion Corp.,USD,Industrials,Specialty Industrial Machinery,1467800000,387600000,240800000,228800000,-193200000,262500000,0,360000000,3210100000
AIR,2018,5/31/18,,294100000,-8300000,942700000,,-6600000,77200000,936300000,3500000,1748300000,69000000,,-42900000,-312700000,733200000,31100000,40500000,1662800000,779200000,118700000,133200000,-2000000,85500000,-10300000,15600000,31300000,35400000,-13100000,11600000,15000000,73700000,,,23800000,,,203000000,208100000,,177200000,1454200000,-58100000,-32000000,,64300000,34400000,-25800000,,100700000,,-68800000,38400000,160700000,470500000,85500000,-8000000,460700000,-100000,-1600000,10000000,77900000,7600000,588400000,45300000,170000000,1524700000,333300000,,-22000000,AAR Corp.,USD,Industrials,Aerospace & Defense,177200000,609400000,202000000,42300000,10000000,64300000,,126000000,1082400000
AIR,2019,5/31/19,,329800000,-10600000,952500000,,-1600000,89000000,905900000,4900000,2051800000,108100000,,-19000000,-328600000,709800000,21300000,42800000,1952200000,760300000,116200000,132800000,-1400000,99600000,-10500000,7500000,-500000,-44100000,-10300000,8500000,7100000,84100000,,,-35000000,,,258100000,214400000,,141700000,1722000000,-76600000,-40900000,,67400000,41800000,-80900000,,58000000,,-27900000,29400000,84100000,479400000,99600000,-9500000,523700000,-200000,61900000,-48700000,112100000,12300000,611300000,45300000,187800000,1517200000,357500000,,-17400000,AAR Corp.,USD,Industrials,Aerospace & Defense,141700000,595000000,197800000,50000000,-48700000,67400000,,142400000,1026300000
AIR,2020,5/31/20,,280400000,-23500000,1438700000,,-1200000,30400000,902600000,5600000,2072000000,57900000,,-24800000,-327300000,706000000,404700000,43700000,2018100000,776800000,115700000,225400000,-1300000,53900000,-10700000,4400000,383600000,24700000,-4100000,1100000,4300000,24800000,,,459500000,,,229100000,221100000,,600000000,1791600000,-20400000,-44600000,,-36100000,41100000,-94500000,,59600000,,-61800000,10100000,42900000,478600000,53900000,-9300000,623100000,300000,-10500000,444500000,122400000,17800000,1176400000,45300000,191600000,2079000000,383100000,,-23600000,AAR Corp.,USD,Industrials,Aerospace & Defense,670900000,1055600000,115600000,-59700000,444500000,-36100000,,97600000,1168800000
AIR,2021,5/31/21,,236800000,19300000,937000000,,10800000,64500000,974400000,18200000,1652300000,64600000,,-500000,-292400000,741700000,51800000,36300000,1607100000,825600000,119300000,195800000,,45200000,-100000,35800000,-364500000,-30900000,,600000,35400000,46300000,,,-470000000,,,238600000,183100000,,133700000,1415500000,-10500000,-18300000,,105200000,72500000,74900000,,55500000,,70100000,29500000,27900000,479800000,45200000,-5000000,540600000,300000,-145600000,-469500000,34900000,18300000,565300000,45300000,127200000,1539700000,336800000,,-11300000,AAR Corp.,USD,Industrials,Aerospace & Defense,193600000,600200000,129000000,93900000,-469500000,105200000,,81500000,1116200000
ALB,2018,12/31/18,,1234756000,134284000,1998421000,,,883965000,3585321000,144826000,3374950000,-196130000,307294000,-303695000,-350682000,2566050000,555320000,200698000,2625269000,1632009000,1567169000,3021084000,-14756000,749681000,-144596000,693562000,-581983000,-97448000,-517240000,3633000,693562000,739139000,-5870000,,-113567000,,,697456000,415021000,173787000,1393421000,2140194000,,-350682000,70054000,546165000,96040000,-124067000,,80135000,,-4180000,386143000,1933000,1368897000,749681000,-52405000,700540000,-37927000,73730000,-786526000,1241477000,528722000,3822566000,1056000,522516000,7581674000,1183173000,17029000,-699991000,Albemarle Corporation,USD,Basic Materials,Specialty Chemicals,1705210000,815248000,605712000,-153826000,-786526000,546165000,,950379000,4735211000
ALB,2019,12/31/19,,1258478000,-16601000,2225109000,,,692518000,3932250000,88161000,3589427000,87001000,186700000,-1663625000,-395735000,2943478000,613110000,213484000,2880308000,1998843000,1578785000,5043337000,-95120000,709119000,-152204000,533228000,57790000,-18220000,-11031000,4814000,533228000,604357000,-2185000,,1296228000,,,752448000,491072000,161330000,2804033000,2330949000,,-395735000,58287000,719374000,335524000,-46304000,,79197000,,-37581000,354622000,6930000,1383446000,709119000,-52866000,768984000,-40646000,-12234000,1042687000,1380680000,579813000,5767283000,1061000,574138000,9860863000,1408996000,15275000,-851796000,Albemarle Corporation,USD,Basic Materials,Specialty Chemicals,3188080000,816113000,612651000,-132422000,1042687000,719374000,10356000,922603000,6507220000
ALB,2020,12/31/20,,996853000,7796000,2206184000,,,501040000,4268227000,54425000,3128909000,277698000,804039000,-863573000,-326132000,3155252000,746724000,231984000,2635665000,2253602000,1665520000,5490917000,-36013000,493244000,-161818000,375764000,133614000,100118000,-5143000,40437000,375764000,446615000,9476000,,339798000,,,637827000,444395000,200367000,2708838000,2132056000,,-326132000,59214000,798914000,215083000,51978000,,82976000,,-207109000,349105000,13865000,1438038000,493244000,-73116000,750237000,21012000,-31519000,177261000,1296357000,656244000,5982352000,1069000,483221000,10450946000,1801849000,20317000,-850477000,Albemarle Corporation,USD,Basic Materials,Specialty Chemicals,3688823000,404335000,530838000,-51563000,177261000,798914000,0,725228000,7210326000
ALB,2021,12/31/21,,1008471000,-365416000,2007981000,,,229388000,5625266000,29446000,3327957000,-145137000,388500000,-666590000,-392450000,3096539000,439272000,254000000,2733153000,3718692000,1597627000,6064357000,-123243000,594804000,-177853000,123672000,-307452000,-49295000,-8140000,1472280000,123672000,199942000,-2714000,,-1112832000,,,700058000,359641000,180341000,1930308000,2319486000,,-392450000,54026000,344257000,538341000,-127401000,,97498000,,144479000,308947000,5798000,2920007000,594804000,-61476000,812920000,-35331000,143939000,50212000,1162860000,897708000,5168511000,1170000,647986000,10974118000,1874335000,18797000,-953667000,Albemarle Corporation,USD,Basic Materials,Specialty Chemicals,2521236000,133646000,556922000,-609410000,50212000,344257000,0,848804000,7707230000
ALC,2018,12/31/18,,3568000000,-421000000,3399000000,,-1000000,-300000000,22639000000,-73000000,7153000000,-284000000,,-1001000000,22639000000,,227000000,1638000000,7032000000,3307000000,8899000000,2879000000,-93000000,121000000,,-227000000,55000000,53000000,,,-227000000,-227000000,-50000000,-5000000,15000000,,,1598000000,2799000000,,,3585000000,,22639000000,653000000,1140000000,613000000,-150000000,246000000,1366000000,,66000000,10433000000,57000000,,121000000,-24000000,1440000000,-6000000,44000000,-78000000,2441000000,86000000,4423000000,,663000000,27062000000,1893000000,670000000,-524000000,Alcon Inc.,USD,Healthcare,Medical Instruments & Supplies,3566000000,119000000,1386000000,428000000,-78000000,1140000000,,1759000000,25978000000
ALC,2019,12/31/19,,3656000000,-427000000,4236000000,,-1000000,-332000000,19303000000,324000000,7508000000,290000000,131000000,-1011000000,19830000000,-547000000,822000000,1417000000,7413000000,892000000,8905000000,3437000000,-2634000000,95000000,,-656000000,595000000,-115000000,,,-656000000,-656000000,-51000000,69000000,3293000000,,,1740000000,2802000000,,3218000000,3852000000,,19830000000,690000000,920000000,564000000,-108000000,725000000,1512000000,,8000000,9506000000,47000000,,95000000,-113000000,1505000000,27000000,84000000,659000000,2554000000,59000000,8352000000,20000000,833000000,27655000000,2300000000,354000000,-553000000,Alcon Inc.,USD,Healthcare,Medical Instruments & Supplies,3804000000,1936000000,1512000000,244000000,659000000,920000000,0,1512000000,22285000000
ALC,2020,12/31/20,,3056000000,-369000000,4987000000,,,-635000000,18822000000,-104000000,6833000000,-101000000,108000000,-572000000,18802000000,,1557000000,1615000000,7099000000,1547000000,8905000000,3783000000,-70000000,-266000000,,-531000000,735000000,43000000,,,-531000000,-531000000,-11000000,-22000000,536000000,,,1649000000,2672000000,,3949000000,3777000000,,18802000000,672000000,823000000,581000000,-159000000,727000000,1515000000,,-23000000,8370000000,32000000,,-266000000,-124000000,1644000000,18000000,-21000000,466000000,2256000000,40000000,8778000000,20000000,876000000,27600000000,2258000000,399000000,-479000000,Alcon Inc.,USD,Healthcare,Medical Instruments & Supplies,4496000000,2729000000,1468000000,256000000,466000000,823000000,6000000,1349000000,21761000000
ALKS,2018,12/31/18,272533000,917854000,-27839000,983252000,,,-126967000,1171285000,12344000,1094274000,142352000,2843000,-22195000,-112249000,-1185368000,266762000,103660000,1193402000,887411000,92873000,309987000,-2132000,-99128000,,-139311000,75466000,-57752000,-19622000,20877000,-139311000,-139311000,46729000,,-743000,,,300453000,537208000,,276465000,176420000,,-3280000,414606000,99281000,3169000,-2665000,,161650000,,3006000,191001000,,2467323000,-99128000,-15437000,90196000,,49991000,-1620000,37483000,86244000,653722000,1579000,39767000,1825007000,339774000,85807000,-69431000,Alkermes plc,USD,Healthcare,Biotechnology,279308000,643478000,292223000,29850000,-1620000,99281000,507000,4532000,1183831000
ALKS,2019,12/31/19,331208000,990562000,-34978000,961970000,,,-197056000,1085442000,-436000,1170947000,122878000,2843000,-141833000,-120202000,-1381988000,203771000,80413000,1333025000,841926000,92873000,374547000,,-162078000,,-196620000,-62991000,29980000,-9317000,18925000,-196620000,-196620000,-52916000,,-2843000,,,265472000,611749000,,274295000,180385000,,-1816000,500533000,72077000,6766000,-13077000,,140079000,,-2484000,150643000,,2586030000,-162078000,-13601000,101803000,,50987000,6765000,49212000,85291000,719961000,1602000,54261000,1805403000,391112000,96558000,-90942000,Alkermes plc,USD,Healthcare,Biotechnology,290946000,570858000,257086000,-18865000,6765000,72077000,900000,-81665000,1172617000
ALKS,2020,12/31/20,362066000,860440000,15890000,1110971000,,,-96537000,1066982000,14324000,1038756000,98718000,2843000,-11481000,-127436000,-1492849000,272961000,81854000,1151183000,862918000,92873000,481721000,,-112427000,,-110861000,69190000,-24065000,-7701000,8373000,-110861000,-110861000,26209000,,-2843000,,,289544000,559627000,,272118000,178316000,,-1349000,373788000,82842000,7512000,-22933000,,121994000,,14453000,111191000,7800000,2685647000,-112427000,-8659000,125738000,,45676000,-2171000,52908000,30980000,882748000,1620000,46034000,1949730000,438258000,86228000,-42219000,Alkermes plc,USD,Healthcare,Biotechnology,410157000,672713000,275143000,40623000,-2171000,82842000,643000,-30573000,1204178000
AMAT,2018,10/28/18,590000000,7517000000,32000000,10604000000,,,4396000000,6845000000,1358000000,16705000000,333000000,,571000000,-21319000000,20880000000,3440000000,457000000,12209000000,3264000000,3368000000,1407000000,,4496000000,-605000000,3038000000,-1570000000,16000000,-5447000000,124000000,3038000000,3038000000,1199000000,,97000000,,,2422000000,999000000,,5309000000,9188000000,,-125000000,2022000000,3787000000,2137000000,-1014000000,,473000000,,-174000000,213000000,40000000,7274000000,4496000000,-234000000,3721000000,,245000000,-5928000000,1557000000,1568000000,10788000000,10000000,996000000,17633000000,3922000000,225000000,-622000000,"Applied Materials, Inc.",USD,Technology,Semiconductor Equipment & Materials,5309000000,6679000000,2565000000,3165000000,-5928000000,3787000000,,4953000000,8714000000
AMAT,2019,10/27/19,489000000,6386000000,-103000000,10206000000,,,3269000000,8214000000,563000000,14608000000,293000000,600000000,-443000000,-23776000000,24386000000,3129000000,363000000,11236000000,4659000000,3399000000,1529000000,,3372000000,-771000000,2706000000,-311000000,-207000000,-2489000000,145000000,2706000000,2706000000,26000000,,97000000,,,2641000000,960000000,,4713000000,8222000000,,-180000000,2054000000,3247000000,2237000000,248000000,,2031000000,,-88000000,156000000,96000000,7595000000,3372000000,-237000000,3474000000,,-112000000,-3115000000,1650000000,1703000000,10810000000,9000000,958000000,19024000000,4447000000,1766000000,-441000000,"Applied Materials, Inc.",USD,Technology,Semiconductor Equipment & Materials,5313000000,5759000000,2533000000,2806000000,-3115000000,3247000000,,3735000000,10398000000
AMAT,2020,10/25/20,387000000,7715000000,-302000000,13369000000,,,4166000000,10578000000,547000000,17202000000,447000000,,-130000000,-24544000000,27209000000,5351000000,376000000,12734000000,6959000000,3466000000,1856000000,,4468000000,-787000000,3619000000,2337000000,-427000000,-821000000,174000000,3619000000,3619000000,399000000,,97000000,,,3111000000,1013000000,,5448000000,9487000000,,-299000000,2234000000,3804000000,2402000000,-421000000,,1971000000,,-91000000,153000000,162000000,7904000000,4468000000,-240000000,3904000000,,311000000,-1337000000,1673000000,1538000000,11775000000,9000000,1124000000,22353000000,4459000000,1711000000,-422000000,"Applied Materials, Inc.",USD,Technology,Semiconductor Equipment & Materials,5707000000,8910000000,2963000000,3382000000,-1337000000,3804000000,,4844000000,10934000000
AMAT,2021,10/31/21,464000000,10926000000,-486000000,16107000000,,,6771000000,12247000000,883000000,23063000000,504000000,,-1216000000,-28255000000,32246000000,4995000000,394000000,15806000000,8664000000,3479000000,2228000000,,7257000000,-838000000,5888000000,-365000000,-1989000000,-3928000000,175000000,5888000000,5888000000,-536000000,,,,,5154000000,1184000000,,5452000000,12137000000,,-260000000,2485000000,5442000000,3812000000,-405000000,,1852000000,,-566000000,104000000,593000000,8247000000,7257000000,-236000000,4309000000,,1220000000,-4591000000,1554000000,2055000000,13578000000,9000000,1472000000,25825000000,6344000000,1623000000,-668000000,"Applied Materials, Inc.",USD,Technology,Semiconductor Equipment & Materials,5753000000,9763000000,4953000000,4774000000,-4591000000,5442000000,,7651000000,13005000000
AMD,2018,12/29/18,78000000,2447000000,-123000000,3540000000,,71000000,328000000,1266000000,-9000000,6475000000,216000000,136000000,-170000000,-58000000,-7436000000,1078000000,170000000,6024000000,751000000,289000000,348000000,5000000,451000000,,337000000,-108000000,-806000000,-6000000,70000000,337000000,337000000,-78000000,-60000000,-41000000,,,1251000000,562000000,,1114000000,4028000000,,-8000000,1434000000,34000000,24000000,-151000000,,95000000,,18000000,226000000,11000000,8750000000,451000000,-121000000,845000000,,212000000,28000000,192000000,58000000,3290000000,10000000,1041000000,4556000000,1984000000,15000000,-163000000,"Advanced Micro Devices, Inc.",USD,Technology,Semiconductors,1250000000,1556000000,1235000000,-129000000,28000000,34000000,,621000000,1438000000
AMD,2019,12/28/19,37000000,2868000000,-259000000,4597000000,,27000000,372000000,2827000000,31000000,6731000000,406000000,,-149000000,-53000000,-7095000000,1466000000,258000000,6100000000,2328000000,289000000,705000000,-1000000,631000000,,341000000,387000000,-623000000,-6000000,523000000,341000000,341000000,41000000,-60000000,-473000000,,,1879000000,750000000,,486000000,3863000000,,,1547000000,493000000,74000000,-137000000,,169000000,,65000000,210000000,8000000,9963000000,631000000,-94000000,982000000,,153000000,43000000,157000000,58000000,3201000000,12000000,1201000000,6028000000,2359000000,22000000,-217000000,"Advanced Micro Devices, Inc.",USD,Technology,Semiconductors,728000000,2238000000,1859000000,276000000,43000000,493000000,,889000000,2089000000
AMD,2020,12/26/20,695000000,4347000000,-89000000,6143000000,,-7000000,1280000000,5837000000,-1210000000,9763000000,-856000000,,-952000000,-114000000,-4605000000,1595000000,354000000,8394000000,5319000000,289000000,849000000,-1000000,1369000000,,2490000000,125000000,-219000000,-78000000,85000000,2490000000,2490000000,-658000000,-12000000,,,,2076000000,995000000,,330000000,5416000000,,17000000,1983000000,1071000000,75000000,-417000000,,1389000000,,218000000,229000000,,10544000000,1369000000,-47000000,1399000000,,-513000000,6000000,177000000,63000000,3125000000,12000000,546000000,8962000000,2417000000,1245000000,-294000000,"Advanced Micro Devices, Inc.",USD,Technology,Semiconductors,531000000,3726000000,2066000000,777000000,6000000,1071000000,,1723000000,4773000000
AMD,2021,12/25/21,1073000000,7929000000,27000000,8583000000,,-7000000,3675000000,7497000000,513000000,16434000000,665000000,312000000,-686000000,-2133000000,-1451000000,2535000000,463000000,12786000000,6880000000,289000000,1069000000,,3648000000,,3162000000,940000000,-640000000,-1999000000,104000000,3162000000,3162000000,-378000000,-12000000,,,,2708000000,1448000000,,1000000,8505000000,,-3000000,2845000000,3521000000,27000000,-556000000,,2081000000,,-379000000,328000000,,11069000000,3648000000,-34000000,1955000000,,801000000,-1895000000,333000000,69000000,4922000000,12000000,1406000000,12419000000,4240000000,931000000,-301000000,"Advanced Micro Devices, Inc.",USD,Technology,Semiconductors,661000000,4343000000,2706000000,3220000000,-1895000000,3521000000,,4111000000,5623000000
AME,2018,12/31/18,,1659562000,-74384000,1836144000,,-1233000,987745000,4241922000,209812000,4845872000,-58411000,358876000,-1210044000,-2121272000,5653811000,353975000,199490000,3783743000,-1773882000,3612033000,554130000,-33791000,1062129000,-128911000,777933000,-292325000,-13383000,-367678000,30021000,777933000,777933000,,,513399000,,,791105000,597433000,,2273837000,3186310000,,-551088000,,925518000,350251000,-59472000,,248555000,,42814000,2403771000,66320000,706743000,1062129000,-82180000,624744000,-20839000,36547000,13040000,887825000,7655000,4420366000,2640000,399571000,8662288000,1258704000,9972000,-82076000,"AMETEK, Inc.",USD,Industrials,Specialty Industrial Machinery,2632713000,577440000,732839000,843442000,13040000,925518000,2570000,1261619000,6520660000
AME,2019,12/31/19,,1787660000,-74232000,2025771000,,2060000,1069748000,5115492000,208451000,5158557000,64052000,497449000,-1150925000,-2107603000,6387612000,393030000,234042000,4014577000,-1694919000,4047539000,728587000,-8760000,1143980000,-127496000,861297000,39055000,14398000,-11924000,90388000,861297000,861297000,,,130705000,,,817799000,643680000,,2271292000,3370897000,,-533139000,,1114422000,370214000,16410000,,271400000,,-16845000,2762872000,190375000,832821000,1143980000,-88481000,624567000,2645000,-58932000,72913000,889297000,8390000,4729067000,2662000,377219000,9844559000,1425858000,12219000,-102346000,"AMETEK, Inc.",USD,Industrials,Specialty Industrial Machinery,2811766000,599913000,744760000,1012076000,72913000,1114422000,11306000,1378022000,7534228000
AME,2020,12/31/20,,1587214000,33204000,2522470000,,-2481000,1082309000,5949346000,209870000,4540029000,-115100000,132284000,61630000,-2069738000,7094656000,1212822000,255275000,3490924000,-899279000,4224906000,693763000,-3669000,1049105000,-165035000,872439000,819792000,163471000,-4685000,64903000,872439000,872439000,,,-430950000,,,666443000,538109000,,2281441000,2952815000,,-504468000,,1280980000,413966000,77448000,,283656000,,20430000,2623719000,84034000,921752000,1049105000,-86062000,559171000,16618000,7017000,-539436000,922608000,8969000,4408137000,2676000,360370000,10357483000,1075915000,12103000,-74199000,"AMETEK, Inc.",USD,Industrials,Specialty Industrial Machinery,2458673000,1446555000,597472000,1206781000,-539436000,1280980000,9508000,1304380000,7195197000
AMKR,2018,12/31/18,,710565000,-73243000,1671208000,,8546000,185815000,1830540000,56250000,4316466000,3761000,114579000,-537383000,-192359000,113189000,681569000,571961000,4057408000,1804820000,25720000,2650448000,59000,259058000,,127092000,85200000,80571000,,1050000,127092000,129565000,-1648000,,-41732000,,,724456000,337925000,25360000,1217732000,3605901000,,23812000,113582000,663410000,310540000,-16310000,,148071000,,-61295000,,34594000,1909425000,259058000,-78946000,230589000,-204000,-43490000,-40623000,248008000,,2639547000,285000,530398000,4495447000,1158423000,118697000,-547122000,"Amkor Technology, Inc.",USD,Technology,Semiconductors,1332311000,512785000,724456000,116288000,-40623000,663410000,2841000,831019000,2481282000
AMKR,2019,12/31/19,6348000,649439000,-74902000,2001533000,,-707000,159810000,1963739000,37182000,4052650000,43035000,144479000,-462489000,-198364000,234077000,894948000,524177000,3817938000,1937763000,25976000,2553399000,-8028000,234712000,,120888000,210481000,-124140000,,11405000,120888000,122628000,534000,,104873000,,,850753000,332991000,26500000,1305755000,3403211000,,19115000,81736000,563850000,104882000,10208000,,114707000,,-50628000,,28882000,1927739000,234712000,-71587000,220602000,870000,38670000,108250000,248711000,,2705376000,287000,571054000,4695615000,1059803000,90465000,-472433000,"Amkor Technology, Inc.",USD,Technology,Semiconductors,1591434000,941730000,850753000,91417000,108250000,563850000,10117000,758889000,2660225000
AMKR,2020,12/31/20,133769000,900814000,-89033000,2132932000,,39769000,386682000,2325699000,46183000,5050589000,12976000,149007000,-638705000,-190470000,562502000,698002000,510396000,4574874000,2298374000,27325000,2713238000,-3414000,475715000,,338138000,-196335000,-106693000,,17611000,338138000,340499000,-129272000,,-347916000,,,962643000,349749000,28260000,1005339000,4149775000,,27270000,75350000,770033000,238210000,-75499000,,148816000,,39950000,,41225000,1953378000,475715000,-64168000,297293000,6056000,48786000,-333719000,249550000,,2668352000,289000,636434000,5022311000,1315987000,95045000,-553021000,"Amkor Technology, Inc.",USD,Technology,Semiconductors,1301148000,816945000,962643000,217012000,-333719000,770033000,3819000,986111000,2928845000
APD,2018,9/30/18,184700000,2740700000,89800000,5082200000,,24100000,2015000000,10857500000,524300000,8930200000,331300000,408900000,-1623000000,-3831100000,13409900000,2791300000,970700000,7005000000,9630100000,788900000,9923700000,-41500000,1925200000,-897800000,1497800000,-482300000,-42800000,,76200000,1497800000,1490700000,217900000,-50200000,-496700000,,,1376800000,801200000,318800000,3352800000,6189500000,42200000,-1741900000,64500000,2534400000,1045000000,-64200000,,1618800000,,119300000,438500000,175400000,1029300000,1925200000,-130500000,396100000,-33900000,-277700000,-1359800000,2300400000,1326200000,8002000000,249400000,594600000,19178300000,2338300000,121400000,-1568400000,"Air Products and Chemicals, Inc.",USD,Basic Materials,Specialty Chemicals,3812600000,2743900000,1207200000,973500000,-1359800000,2541900000,,2895900000,11878800000
APD,2019,9/30/19,166000000,2943400000,105800000,4618300000,,-14300000,2289500000,11053600000,480100000,8918900000,152400000,41500000,-2113400000,-4405100000,14138400000,2248700000,1082800000,6735200000,9837000000,797100000,10337600000,-19900000,2183700000,-994000000,1760000000,-542600000,-69000000,,68100000,1760000000,1809400000,2700000,-49300000,-424700000,,,1415400000,736100000,334700000,3218000000,5975500000,-14300000,-2375600000,72900000,2969900000,980900000,-3000000,,1432700000,,88500000,419500000,297700000,1070900000,2183700000,-137000000,388300000,-28600000,-41800000,-1370500000,2505500000,1337600000,7554500000,249400000,528200000,18942800000,1820900000,115200000,-1989700000,"Air Products and Chemicals, Inc.",USD,Basic Materials,Specialty Chemicals,3326000000,2797400000,1260200000,980200000,-1370500000,2969900000,,3266500000,12130900000
APD,2020,9/30/20,1104900000,2998200000,176600000,8684900000,,3900000,2423800000,12079800000,478400000,8856300000,233100000,470400000,-3560000000,-4140100000,14875700000,5253000000,1185000000,6609100000,10752500000,891500000,12341500000,-80100000,2247200000,-1103600000,1886700000,3004300000,43200000,,34100000,1886700000,1945400000,-951900000,-63900000,4434300000,,,1417400000,731000000,363300000,7422600000,5858100000,-14300000,-2140100000,83900000,3264700000,1107000000,-5200000,,1337600000,,-46200000,435800000,325600000,1094800000,2247200000,-109300000,404800000,14900000,-31900000,3284700000,2541100000,1477200000,12725400000,249400000,546200000,25168500000,2416700000,115100000,-2509000000,"Air Products and Chemicals, Inc.",USD,Basic Materials,Specialty Chemicals,8314300000,6268200000,1274800000,755700000,3284700000,3264700000,,3432200000,15141100000
